[1372, 849]
[section-title, [361.0, 69.0, 126.0, 30.0], shoonya_3s7UII22TWGSHT, 5709996]
[paragraph, [69.0, 918.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 936.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 954.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 972.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 990.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1008.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1026.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1044.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1062.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1080.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1098.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1116.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1134.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1152.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 1171.0, 716.0, 18.0], uvgJvOgzx0, 5709996]
[paragraph, [69.0, 1189.0, 716.0, 18.0], uvgJvOgzx0, 5709996]
[paragraph, [69.0, 1207.0, 716.0, 18.0], uvgJvOgzx0, 5709996]
[paragraph, [69.0, 1225.0, 716.0, 18.0], uvgJvOgzx0, 5709996]
[paragraph, [69.0, 1243.0, 716.0, 18.0], uvgJvOgzx0, 5709996]
[paragraph, [69.0, 1261.0, 716.0, 18.0], uvgJvOgzx0, 5709996]
[paragraph, [69.0, 1279.0, 716.0, 18.0], uvgJvOgzx0, 5709996]
