[1211, 798]
[folio, [340.0, 39.0, 102.0, 18.0], shoonya_1s3KF0PLNTFYKU, 5740333]
[paragraph, [52.0, 512.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 530.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 548.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 566.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 584.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 602.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 620.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 638.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 656.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 674.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 692.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 710.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 728.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 746.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 764.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 782.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 800.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 818.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 836.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 854.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 872.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 890.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 908.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 926.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 944.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 962.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 980.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 998.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1016.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1034.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1052.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1070.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1088.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1106.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1124.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[paragraph, [52.0, 1142.0, 701.0, 18.0], shoonya_0s201QE12LAECN, 5740333]
[footnote, [418.0, 1173.0, 322.0, 18.0], shoonya_2sZRDKGFMD6ZQQ, 5740333]
