[1419, 1005]
[paragraph, [0.0, 0.0, 496.0, 18.0], qAztApaNRC, 5747777]
[options, [587.0, 822.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 840.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 858.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 876.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 894.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 912.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 930.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 948.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 966.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [585.0, 1126.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1144.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1162.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1180.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1198.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1216.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1234.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1252.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1270.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1288.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[options, [585.0, 1306.0, 126.0, 18.0], zNrHaHF8vf, 5747777]
[folio, [1.0, 1381.0, 199.0, 18.0], jsS1DPJYKg, 5747777]
[folio, [1.0, 1399.0, 199.0, 18.0], jsS1DPJYKg, 5747777]
[folio, [915.0, 1393.0, 89.0, 18.0], 7YAJKxvDLS, 5747777]
