[3968, 2806]
[paragraph, [211.0, 305.0, 1256.0, 52.5], shoonya_4s0XKMBL2EFSGB, 5683767]
[paragraph, [205.0, 1566.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1618.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1671.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1723.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1776.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1828.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1881.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1933.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 1986.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2038.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2091.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2143.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2196.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2248.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2301.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2353.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2406.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2458.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2511.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2563.5, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [205.0, 2616.0, 1279.0, 52.5], shoonya_0sDONCIA5SE85O, 5683767]
[paragraph, [1667.0, 1460.0, 788.0, 52.5], eGZFiMylCz, 5683767]
[paragraph, [1667.0, 1512.5, 788.0, 52.5], eGZFiMylCz, 5683767]
[figure-caption, [1092.0, 3370.0, 844.0, 52.5], shoonya_6sTSJSEZW9S6UM, 5683767]
[figure-caption, [1092.0, 3422.5, 844.0, 52.5], shoonya_6sTSJSEZW9S6UM, 5683767]
[figure-caption, [1092.0, 3475.0, 844.0, 52.5], shoonya_6sTSJSEZW9S6UM, 5683767]
[figure-caption, [1092.0, 3527.5, 844.0, 52.5], shoonya_6sTSJSEZW9S6UM, 5683767]
[figure-caption, [1092.0, 3580.0, 844.0, 52.5], shoonya_6sTSJSEZW9S6UM, 5683767]
[figure-caption, [1092.0, 3371.0, 869.0, 52.5], shoonya_7s65MJ0EQQJKBU, 5683767]
[figure-caption, [1092.0, 3423.5, 869.0, 52.5], shoonya_7s65MJ0EQQJKBU, 5683767]
[figure-caption, [1092.0, 3476.0, 869.0, 52.5], shoonya_7s65MJ0EQQJKBU, 5683767]
[figure-caption, [1092.0, 3528.5, 869.0, 52.5], shoonya_7s65MJ0EQQJKBU, 5683767]
[figure-caption, [1092.0, 3581.0, 869.0, 52.5], shoonya_7s65MJ0EQQJKBU, 5683767]
[folio, [262.0, 3815.0, 706.0, 52.5], shoonya_5sCJLMJATMXFHH, 5683767]
