[1754, 1241]
[headline, [360.0, 75.0, 601.0, 37.5], CdLCYMJAG_, 5718033]
[sub-ordered-list, [128.0, 1045.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1081.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1117.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1153.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1189.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1225.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1261.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1297.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1333.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1369.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1405.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1441.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1477.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1513.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1549.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1585.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
