[1468, 909]
[headline, [265.0, 69.0, 367.0, 25.5], Fooeyn0KNm, 5770466]
[paragraph, [455.0, 522.0, 379.0, 18.0], uuC4mslxWe, 5770466]
[paragraph, [72.0, 534.0, 379.0, 18.0], W98ec8ZJ93, 5770466]
[paragraph, [72.0, 552.0, 379.0, 18.0], W98ec8ZJ93, 5770466]
[paragraph, [72.0, 570.0, 379.0, 18.0], W98ec8ZJ93, 5770466]
[paragraph, [72.0, 588.0, 379.0, 18.0], W98ec8ZJ93, 5770466]
[paragraph, [72.0, 606.0, 379.0, 18.0], W98ec8ZJ93, 5770466]
[paragraph, [72.0, 624.0, 379.0, 18.0], W98ec8ZJ93, 5770466]
[paragraph, [460.0, 555.0, 372.0, 18.0], T96MZmUxTj, 5770466]
[paragraph, [460.0, 573.0, 372.0, 18.0], T96MZmUxTj, 5770466]
[paragraph, [460.0, 591.0, 372.0, 18.0], T96MZmUxTj, 5770466]
[paragraph, [460.0, 609.0, 372.0, 18.0], T96MZmUxTj, 5770466]
[paragraph, [456.0, 638.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 656.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 674.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 692.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 710.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 728.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 746.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 764.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 782.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 800.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [456.0, 818.0, 375.0, 18.0], kLJ3-I4V9K, 5770466]
[paragraph, [76.0, 646.0, 369.0, 18.0], srMk3ynxH-, 5770466]
[paragraph, [76.0, 664.0, 369.0, 18.0], srMk3ynxH-, 5770466]
[paragraph, [76.0, 682.0, 369.0, 18.0], srMk3ynxH-, 5770466]
[paragraph, [76.0, 700.0, 369.0, 18.0], srMk3ynxH-, 5770466]
[paragraph, [76.0, 718.0, 369.0, 18.0], srMk3ynxH-, 5770466]
[jumpline, [158.0, 745.0, 209.0, 18.0], RMJYWSHczV, 5770466]
[jumpline, [158.0, 763.0, 209.0, 18.0], RMJYWSHczV, 5770466]
[paragraph, [76.0, 776.0, 379.0, 18.0], FVffRSasYl, 5770466]
[paragraph, [76.0, 794.0, 379.0, 18.0], FVffRSasYl, 5770466]
[paragraph, [76.0, 812.0, 379.0, 18.0], FVffRSasYl, 5770466]
[paragraph, [76.0, 830.0, 379.0, 18.0], FVffRSasYl, 5770466]
[paragraph, [460.0, 842.0, 367.0, 18.0], I5NuokVq70, 5770466]
[paragraph, [460.0, 860.0, 367.0, 18.0], I5NuokVq70, 5770466]
[paragraph, [460.0, 878.0, 367.0, 18.0], I5NuokVq70, 5770466]
[paragraph, [460.0, 896.0, 367.0, 18.0], I5NuokVq70, 5770466]
[paragraph, [460.0, 914.0, 367.0, 18.0], I5NuokVq70, 5770466]
[paragraph, [460.0, 932.0, 367.0, 18.0], I5NuokVq70, 5770466]
[paragraph, [460.0, 950.0, 367.0, 18.0], I5NuokVq70, 5770466]
[paragraph, [83.0, 843.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 861.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 879.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 897.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 915.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 933.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 951.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 969.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 987.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1005.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1023.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1041.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1059.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1077.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1095.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1113.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1131.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1149.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1167.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1185.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1203.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1221.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1239.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1257.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1275.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1293.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1311.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1329.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1347.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [83.0, 1365.0, 365.0, 18.0], shoonya_0sENEHACV3O282, 5770466]
[paragraph, [454.0, 985.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1003.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1021.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1039.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1057.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1075.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1093.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1111.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [454.0, 1129.0, 377.0, 18.0], keI7icCkEM, 5770466]
[paragraph, [456.0, 1158.0, 371.0, 18.0], O4Su3sWlXu, 5770466]
[paragraph, [456.0, 1176.0, 371.0, 18.0], O4Su3sWlXu, 5770466]
[paragraph, [456.0, 1194.0, 371.0, 18.0], O4Su3sWlXu, 5770466]
[paragraph, [456.0, 1212.0, 371.0, 18.0], O4Su3sWlXu, 5770466]
[paragraph, [488.0, 1241.0, 306.0, 18.0], BdvEutNXDx, 5770466]
[paragraph, [457.0, 1270.0, 372.0, 18.0], xcwNH-yRTE, 5770466]
[paragraph, [457.0, 1288.0, 372.0, 18.0], xcwNH-yRTE, 5770466]
[paragraph, [457.0, 1306.0, 372.0, 18.0], xcwNH-yRTE, 5770466]
[paragraph, [452.0, 1331.0, 388.0, 18.0], J15SMEpCDe, 5770466]
[paragraph, [452.0, 1349.0, 388.0, 18.0], J15SMEpCDe, 5770466]
[paragraph, [452.0, 1367.0, 388.0, 18.0], J15SMEpCDe, 5770466]
