[1320, 1176]
[folio, [924.0, 54.0, 164.0, 18.0], 3ImzVu3kuH, 5693809]
[answer, [70.0, 666.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 684.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 702.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 720.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 738.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 756.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 774.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 792.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 810.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 828.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 846.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 864.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 882.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 900.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 918.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[paragraph, [416.0, 688.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 706.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 724.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 742.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 760.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 778.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 796.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 814.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 832.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 850.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 868.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 886.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 904.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 922.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 940.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 958.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 976.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 994.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 1012.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 1030.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[paragraph, [416.0, 1048.0, 325.0, 18.0], teQGcoyHIZ, 5693809]
[ordered-list, [763.0, 973.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 991.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1009.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1027.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1045.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1063.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1081.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1099.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1117.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1135.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1153.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1171.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1189.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1207.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[ordered-list, [763.0, 1225.0, 322.0, 18.0], 8-qn_O3BAS, 5693809]
[paragraph, [414.0, 1089.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1107.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1125.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1143.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1161.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1179.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1197.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1215.0, 331.0, 18.0], 67YbMggiex, 5693809]
[paragraph, [414.0, 1233.0, 331.0, 18.0], 67YbMggiex, 5693809]
