[1008, 612]
[ordered-list, [53.0, 78.0, 506.0, 18.0], OQ_tFAMmxQ, 5717698]
[sub-ordered-list, [64.0, 396.0, 488.0, 18.0], JeXPfEmlmQ, 5717698]
[sub-ordered-list, [64.0, 414.0, 488.0, 18.0], JeXPfEmlmQ, 5717698]
[sub-ordered-list, [64.0, 432.0, 488.0, 18.0], JeXPfEmlmQ, 5717698]
[sub-ordered-list, [64.0, 450.0, 488.0, 18.0], JeXPfEmlmQ, 5717698]
[ordered-list, [50.0, 605.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 623.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 641.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 659.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 677.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 695.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 713.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 731.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[ordered-list, [50.0, 749.0, 514.0, 18.0], J5seDw6OKM, 5717698]
[sub-ordered-list, [61.0, 608.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 626.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 644.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 662.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 680.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 698.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 716.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 734.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
[sub-ordered-list, [61.0, 752.0, 495.0, 18.0], J7L1Dh3nkf, 5717698]
