[872, 605]
[folio, [484.0, 33.0, 68.0, 18.0], jddmXHknny, 6457559]
[reference, [50.0, 642.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 660.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 678.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 696.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 714.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 732.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 750.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 768.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 786.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 804.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [306.0, 660.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 678.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 696.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 714.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 732.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 750.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 768.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 786.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
[reference, [306.0, 804.0, 244.0, 18.0], wUqSFRKG7L, 6457559]
