[1468, 909]
[headline, [396.0, 73.0, 125.0, 25.5], shoonya_1sW2PQ31NKE3IG, 5770669]
[paragraph, [453.0, 189.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 207.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 225.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 243.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 261.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 279.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 297.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 315.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 333.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 351.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 369.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 387.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 405.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 423.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 441.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 459.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 477.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 495.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 513.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 531.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 549.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [453.0, 567.0, 372.0, 18.0], yw5cN7rp22, 5770669]
[paragraph, [449.0, 603.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 621.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 639.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 657.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 675.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 693.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 711.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 729.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 747.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 765.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 783.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 801.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 819.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 837.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 855.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 873.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 891.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 909.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 927.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 945.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 963.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 981.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 999.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 1017.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 1035.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 1053.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 1071.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [449.0, 1089.0, 382.0, 18.0], TK9As3Suld, 5770669]
[paragraph, [452.0, 1118.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1136.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1154.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1172.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1190.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1208.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1226.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1244.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1262.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1280.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1298.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1316.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1334.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1352.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
[paragraph, [452.0, 1370.0, 386.0, 18.0], iG_dGFmhw2, 5770669]
