[1447, 1063]
[folio, [433.0, 53.0, 217.0, 18.0], jYScgDi7am, 5763108]
[unordered-list, [83.0, 715.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[unordered-list, [83.0, 733.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[unordered-list, [83.0, 751.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[unordered-list, [83.0, 769.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[unordered-list, [83.0, 787.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[paragraph, [86.0, 828.0, 334.0, 18.0], xKyOUpUW9w, 5763108]
[paragraph, [86.0, 846.0, 334.0, 18.0], xKyOUpUW9w, 5763108]
[paragraph, [86.0, 864.0, 334.0, 18.0], xKyOUpUW9w, 5763108]
[paragraph, [86.0, 882.0, 334.0, 18.0], xKyOUpUW9w, 5763108]
[paragraph, [89.0, 907.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 925.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 943.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 961.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 979.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 997.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1015.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1033.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1051.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1069.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1087.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1105.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1123.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1141.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1159.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1177.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1195.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1213.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1231.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1249.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1267.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1285.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1303.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[paragraph, [89.0, 1321.0, 430.0, 18.0], CGxXbn75Hi, 5763108]
[unordered-list, [523.0, 1123.0, 443.0, 18.0], Nsk4J1RDir, 5763108]
[unordered-list, [523.0, 1141.0, 443.0, 18.0], Nsk4J1RDir, 5763108]
[unordered-list, [523.0, 1159.0, 443.0, 18.0], Nsk4J1RDir, 5763108]
[unordered-list, [523.0, 1177.0, 443.0, 18.0], Nsk4J1RDir, 5763108]
[unordered-list, [523.0, 1195.0, 443.0, 18.0], Nsk4J1RDir, 5763108]
[unordered-list, [523.0, 1213.0, 443.0, 18.0], Nsk4J1RDir, 5763108]
[unordered-list, [523.0, 1231.0, 443.0, 18.0], Nsk4J1RDir, 5763108]
