[1372, 849]
[section-title, [283.0, 67.0, 276.0, 30.0], shoonya_1sDW1II6FDM708, 5709670]
[paragraph, [50.0, 453.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 471.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 489.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 507.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 525.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 543.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 561.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 579.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 597.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 615.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 633.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 651.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 669.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 687.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 705.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 723.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 741.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 759.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 777.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 795.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 813.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 831.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 849.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 867.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 885.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 903.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 921.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 939.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 957.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 990.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1008.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1026.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1044.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1062.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1080.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1098.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1116.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1134.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1152.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1170.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1188.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1206.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1224.0, 761.0, 18.0], _zh21bROtF, 5709670]
[paragraph, [50.0, 1242.0, 761.0, 18.0], _zh21bROtF, 5709670]
[folio, [175.0, 1270.0, 45.0, 18.0], 4KvxXBRyaE, 5709670]
