[1447, 1063]
[folio, [416.0, 51.0, 202.0, 18.0], LV2td0HsZw, 5762296]
[paragraph, [95.0, 869.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 887.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 905.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 923.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [538.0, 766.0, 431.0, 18.0], AhRFBNKD2W, 5762296]
[paragraph, [538.0, 784.0, 431.0, 18.0], AhRFBNKD2W, 5762296]
[paragraph, [538.0, 802.0, 431.0, 18.0], AhRFBNKD2W, 5762296]
[paragraph, [538.0, 820.0, 431.0, 18.0], AhRFBNKD2W, 5762296]
[paragraph, [538.0, 838.0, 431.0, 18.0], AhRFBNKD2W, 5762296]
[paragraph, [538.0, 856.0, 431.0, 18.0], AhRFBNKD2W, 5762296]
[paragraph, [538.0, 874.0, 431.0, 18.0], AhRFBNKD2W, 5762296]
[paragraph, [537.0, 897.0, 428.0, 18.0], ZcM-RN1U9p, 5762296]
[paragraph, [537.0, 915.0, 428.0, 18.0], ZcM-RN1U9p, 5762296]
[paragraph, [537.0, 933.0, 428.0, 18.0], ZcM-RN1U9p, 5762296]
