[1565, 1152]
[paragraph, [737.0, 116.0, 306.0, 36.0], shoonya_6sJ4M28K450NX7, 5712693]
[paragraph, [99.0, 448.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 484.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 520.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 556.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 592.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 628.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 664.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 700.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 736.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 772.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 808.0, 316.0, 36.0], shoonya_1s7XTV0Q9RQM89, 5712693]
[paragraph, [99.0, 878.0, 318.0, 36.0], shoonya_2sBOR2NCPP7SB6, 5712693]
[paragraph, [99.0, 914.0, 318.0, 36.0], shoonya_2sBOR2NCPP7SB6, 5712693]
[paragraph, [99.0, 950.0, 318.0, 36.0], shoonya_2sBOR2NCPP7SB6, 5712693]
[folio, [898.0, 1449.0, 135.0, 36.0], odcNKAZeSP, 5712693]
