[2640, 2040]
[folio, [219.0, 127.0, 224.0, 46.5], wk3ygL3kMz, 5694123]
[paragraph, [1307.0, 2222.5, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [1307.0, 2269.0, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [743.0, 2287.0, 532.0, 46.5], p5PvJQDtsk, 5694123]
[paragraph, [743.0, 2333.5, 532.0, 46.5], p5PvJQDtsk, 5694123]
[paragraph, [196.0, 2298.0, 496.0, 46.5], EjTEdHjAbh, 5694123]
[paragraph, [1306.0, 2333.0, 535.0, 46.5], t84tKstfUS, 5694123]
[paragraph, [1306.0, 2379.5, 535.0, 46.5], t84tKstfUS, 5694123]
[paragraph, [1306.0, 2426.0, 535.0, 46.5], t84tKstfUS, 5694123]
[paragraph, [1306.0, 2472.5, 535.0, 46.5], t84tKstfUS, 5694123]
[paragraph, [169.0, 2375.0, 573.0, 46.5], OxtYoCAIdP, 5694123]
[paragraph, [169.0, 2421.5, 573.0, 46.5], OxtYoCAIdP, 5694123]
[paragraph, [169.0, 2468.0, 573.0, 46.5], OxtYoCAIdP, 5694123]
[paragraph, [740.0, 2418.0, 529.0, 46.5], KT85CNJehH, 5694123]
[paragraph, [740.0, 2464.5, 529.0, 46.5], KT85CNJehH, 5694123]
