[1298, 853]
[section-title, [348.0, 68.0, 156.0, 30.0], shoonya_1s2VS2FKSU80HB, 5709635]
[paragraph, [70.0, 986.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1004.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1022.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1040.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1058.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1076.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1094.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1112.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1130.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1148.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1166.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1184.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
[paragraph, [70.0, 1202.0, 709.0, 18.0], shoonya_2sUBBK8YXA5VVK, 5709635]
