[1447, 1063]
[folio, [430.0, 45.0, 231.0, 18.0], em1-HXQI8h, 5763044]
[paragraph, [533.0, 727.0, 435.0, 18.0], 75YoKm-EtE, 5763044]
[paragraph, [533.0, 745.0, 435.0, 18.0], 75YoKm-EtE, 5763044]
[section-title, [87.0, 716.0, 256.0, 30.0], shoonya_3sBWX0OCD772IA, 5763044]
[section-title, [87.0, 746.0, 256.0, 30.0], shoonya_3sBWX0OCD772IA, 5763044]
[paragraph, [533.0, 768.0, 432.0, 18.0], ekTNrlZ1UL, 5763044]
[paragraph, [533.0, 786.0, 432.0, 18.0], ekTNrlZ1UL, 5763044]
[paragraph, [533.0, 804.0, 432.0, 18.0], ekTNrlZ1UL, 5763044]
[paragraph, [533.0, 822.0, 432.0, 18.0], ekTNrlZ1UL, 5763044]
[paragraph, [89.0, 783.0, 443.0, 18.0], shoonya_4sFTPLL7TKYACM, 5763044]
[paragraph, [89.0, 801.0, 443.0, 18.0], shoonya_4sFTPLL7TKYACM, 5763044]
[paragraph, [89.0, 819.0, 443.0, 18.0], shoonya_4sFTPLL7TKYACM, 5763044]
[paragraph, [89.0, 837.0, 443.0, 18.0], shoonya_4sFTPLL7TKYACM, 5763044]
[paragraph, [89.0, 855.0, 443.0, 18.0], shoonya_4sFTPLL7TKYACM, 5763044]
[paragraph, [89.0, 873.0, 443.0, 18.0], shoonya_4sFTPLL7TKYACM, 5763044]
[paragraph, [89.0, 891.0, 443.0, 18.0], shoonya_4sFTPLL7TKYACM, 5763044]
[section-title, [532.0, 844.0, 388.0, 30.0], wgECkCtOby, 5763044]
[paragraph, [533.0, 890.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [533.0, 908.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [533.0, 926.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [533.0, 944.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [533.0, 962.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [533.0, 980.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [533.0, 998.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [533.0, 1016.0, 431.0, 18.0], eBLlAU_SzO, 5763044]
[paragraph, [89.0, 915.0, 442.0, 18.0], KnQuR8K-Ev, 5763044]
[paragraph, [89.0, 933.0, 442.0, 18.0], KnQuR8K-Ev, 5763044]
[paragraph, [89.0, 951.0, 442.0, 18.0], KnQuR8K-Ev, 5763044]
[paragraph, [89.0, 969.0, 442.0, 18.0], KnQuR8K-Ev, 5763044]
[paragraph, [89.0, 987.0, 442.0, 18.0], KnQuR8K-Ev, 5763044]
[section-title, [86.0, 1020.0, 444.0, 30.0], shoonya_10s30UK9DH73D1, 5763044]
[paragraph, [84.0, 1063.0, 447.0, 18.0], shoonya_12sKV0BCSOQBVS, 5763044]
[paragraph, [84.0, 1081.0, 447.0, 18.0], shoonya_12sKV0BCSOQBVS, 5763044]
[paragraph, [84.0, 1099.0, 447.0, 18.0], shoonya_12sKV0BCSOQBVS, 5763044]
[paragraph, [84.0, 1117.0, 447.0, 18.0], shoonya_12sKV0BCSOQBVS, 5763044]
[paragraph, [84.0, 1135.0, 447.0, 18.0], shoonya_12sKV0BCSOQBVS, 5763044]
[paragraph, [84.0, 1153.0, 447.0, 18.0], shoonya_12sKV0BCSOQBVS, 5763044]
[paragraph, [84.0, 1171.0, 447.0, 18.0], shoonya_12sKV0BCSOQBVS, 5763044]
[paragraph, [87.0, 1194.0, 442.0, 18.0], bsxeTpBnSa, 5763044]
[paragraph, [87.0, 1212.0, 442.0, 18.0], bsxeTpBnSa, 5763044]
[paragraph, [87.0, 1230.0, 442.0, 18.0], bsxeTpBnSa, 5763044]
[paragraph, [87.0, 1265.0, 442.0, 18.0], nxKQj7upxH, 5763044]
[paragraph, [87.0, 1283.0, 442.0, 18.0], nxKQj7upxH, 5763044]
[paragraph, [87.0, 1301.0, 442.0, 18.0], nxKQj7upxH, 5763044]
[paragraph, [87.0, 1319.0, 442.0, 18.0], nxKQj7upxH, 5763044]
