[2339, 1654]
[folio, [138.0, 66.0, 120.0, 36.0], LjWZ3fUM7t, 5751460]
[paragraph, [132.0, 1790.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1826.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1862.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [107.0, 1920.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 1956.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 1992.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 2028.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 2064.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 2100.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 2136.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 2172.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
[paragraph, [107.0, 2208.0, 1504.0, 36.0], wvULmTVOHG, 5751460]
