[2339, 1653]
[folio, [1189.0, 313.0, 299.0, 36.0], shoonya_3sB50P9YP2Z0NH, 5738268]
[paragraph, [240.0, 832.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 868.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 904.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 940.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 976.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1012.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1048.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1084.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1120.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1156.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1192.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1228.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1264.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1300.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1336.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1372.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1408.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1444.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1480.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1516.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1552.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1588.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1624.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1660.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1696.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1732.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1768.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1804.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1840.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1876.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 1912.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
