[1518, 1004]
[headline, [363.0, 94.0, 146.0, 37.5], kEFABbDdfK, 6472946]
[paragraph, [565.0, 593.0, 324.0, 36.0], rP-XKldky1, 6472946]
[paragraph, [565.0, 629.0, 324.0, 36.0], rP-XKldky1, 6472946]
[paragraph, [353.0, 734.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 770.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 806.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 842.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 878.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 914.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 950.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 986.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1022.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1058.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1094.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1130.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1166.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1202.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1238.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1274.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1310.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [353.0, 1346.0, 308.0, 36.0], C2EZ4YR-I4, 6472946]
[paragraph, [669.0, 736.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 772.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 808.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 844.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 880.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 916.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 952.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 988.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 1024.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 1060.0, 279.0, 36.0], shoonya_0s6D3GSBQOWQFF, 6472946]
[paragraph, [669.0, 1131.0, 280.0, 36.0], orv3I81sBE, 6472946]
[paragraph, [669.0, 1167.0, 280.0, 36.0], orv3I81sBE, 6472946]
[paragraph, [669.0, 1203.0, 280.0, 36.0], orv3I81sBE, 6472946]
[paragraph, [669.0, 1239.0, 280.0, 36.0], orv3I81sBE, 6472946]
[paragraph, [669.0, 1275.0, 280.0, 36.0], orv3I81sBE, 6472946]
[paragraph, [669.0, 1311.0, 280.0, 36.0], orv3I81sBE, 6472946]
[paragraph, [669.0, 1347.0, 280.0, 36.0], orv3I81sBE, 6472946]
[paragraph, [669.0, 1383.0, 280.0, 36.0], orv3I81sBE, 6472946]
