[842, 595]
[contact-info, [315.0, 68.0, 128.0, 18.0], ELWv8wcDW_, 5742634]
[paragraph, [52.0, 601.0, 160.0, 18.0], shoonya_10s6S0763E2IUA, 5742634]
[paragraph, [52.0, 619.0, 160.0, 18.0], shoonya_10s6S0763E2IUA, 5742634]
[paragraph, [52.0, 637.0, 160.0, 18.0], shoonya_10s6S0763E2IUA, 5742634]
[paragraph, [52.0, 655.0, 160.0, 18.0], shoonya_10s6S0763E2IUA, 5742634]
[paragraph, [52.0, 673.0, 160.0, 18.0], shoonya_10s6S0763E2IUA, 5742634]
[paragraph, [52.0, 691.0, 160.0, 18.0], shoonya_10s6S0763E2IUA, 5742634]
[paragraph, [380.0, 583.0, 165.0, 18.0], shoonya_11sWOW9BNI8XRZ, 5742634]
[paragraph, [380.0, 601.0, 165.0, 18.0], shoonya_11sWOW9BNI8XRZ, 5742634]
[paragraph, [380.0, 619.0, 165.0, 18.0], shoonya_11sWOW9BNI8XRZ, 5742634]
[paragraph, [380.0, 637.0, 165.0, 18.0], shoonya_11sWOW9BNI8XRZ, 5742634]
[paragraph, [380.0, 655.0, 165.0, 18.0], shoonya_11sWOW9BNI8XRZ, 5742634]
[paragraph, [380.0, 673.0, 165.0, 18.0], shoonya_11sWOW9BNI8XRZ, 5742634]
[paragraph, [380.0, 691.0, 165.0, 18.0], shoonya_11sWOW9BNI8XRZ, 5742634]
