[1388, 886]
[folio, [642.0, 72.0, 209.0, 18.0], edgwRZAD0D, 5742549]
[paragraph, [71.0, 760.0, 330.0, 18.0], 5-6k7ei5gs, 5742549]
[paragraph, [71.0, 778.0, 330.0, 18.0], 5-6k7ei5gs, 5742549]
[paragraph, [71.0, 796.0, 330.0, 18.0], 5-6k7ei5gs, 5742549]
[paragraph, [503.0, 648.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 666.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 684.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 702.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 720.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 738.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 756.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 774.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 792.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 810.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 828.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 846.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [503.0, 864.0, 280.0, 18.0], Z8dU0M0E-r, 5742549]
[paragraph, [86.0, 864.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 882.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 900.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 918.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 936.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 954.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 972.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 990.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 1008.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 1026.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 1044.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 1062.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 1080.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [86.0, 1098.0, 276.0, 18.0], 76W2oWeAk_, 5742549]
[paragraph, [502.0, 928.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 946.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 964.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 982.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1000.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1018.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1036.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1054.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1072.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1090.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1108.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1126.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1144.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [502.0, 1162.0, 310.0, 18.0], 7AsmCt-TGO, 5742549]
[paragraph, [86.0, 1151.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1169.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1187.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1205.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1223.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1241.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1259.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1277.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [86.0, 1295.0, 284.0, 18.0], yMRps7_sbl, 5742549]
[paragraph, [511.0, 1226.0, 265.0, 18.0], AR41mXJkqj, 5742549]
[paragraph, [511.0, 1244.0, 265.0, 18.0], AR41mXJkqj, 5742549]
[paragraph, [511.0, 1262.0, 265.0, 18.0], AR41mXJkqj, 5742549]
[paragraph, [511.0, 1280.0, 265.0, 18.0], AR41mXJkqj, 5742549]
[paragraph, [511.0, 1298.0, 265.0, 18.0], AR41mXJkqj, 5742549]
[footnote, [555.0, 1352.0, 278.0, 18.0], TUM1Z9kXGK, 5742549]
