[1320, 1176]
[folio, [922.0, 58.0, 174.0, 18.0], shoonya_6sIOU7AYCVQ3HD, 5694690]
[paragraph, [752.0, 576.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 594.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 612.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 630.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[quote, [76.0, 490.0, 335.0, 18.0], N8XnjiRuJT, 5694690]
[quote, [76.0, 508.0, 335.0, 18.0], N8XnjiRuJT, 5694690]
[quote, [76.0, 526.0, 335.0, 18.0], N8XnjiRuJT, 5694690]
[quote, [76.0, 544.0, 335.0, 18.0], N8XnjiRuJT, 5694690]
[quote, [76.0, 562.0, 335.0, 18.0], N8XnjiRuJT, 5694690]
[quote, [76.0, 580.0, 335.0, 18.0], N8XnjiRuJT, 5694690]
[quote, [76.0, 598.0, 335.0, 18.0], N8XnjiRuJT, 5694690]
[paragraph, [83.0, 631.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 649.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 667.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 685.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 703.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 721.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 739.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 757.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 775.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 793.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 811.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 829.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 847.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 865.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 883.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 901.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 919.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 937.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 955.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 973.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 991.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1009.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1027.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1045.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1063.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1081.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1099.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1117.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1135.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1153.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1171.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1189.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1207.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [83.0, 1225.0, 323.0, 18.0], shoonya_0sVAG0M4IXX91I, 5694690]
[paragraph, [755.0, 676.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 694.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 712.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 730.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 748.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 766.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 784.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 802.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 820.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 838.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 856.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 874.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 892.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 910.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 928.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 946.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 964.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 982.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1000.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1018.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1036.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1054.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1072.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1090.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1108.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1126.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [755.0, 1144.0, 338.0, 18.0], P_PCZmxI98, 5694690]
[paragraph, [413.0, 898.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[paragraph, [413.0, 916.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[paragraph, [413.0, 934.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[paragraph, [413.0, 952.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[paragraph, [413.0, 970.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[paragraph, [413.0, 988.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[paragraph, [413.0, 1006.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[paragraph, [413.0, 1024.0, 335.0, 18.0], LbVg1i1dhc, 5694690]
[section-title, [413.0, 1054.0, 238.0, 30.0], LY1imEB86V, 5694690]
[paragraph, [425.0, 1083.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [425.0, 1101.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [425.0, 1119.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [425.0, 1137.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [425.0, 1155.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [425.0, 1173.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [425.0, 1191.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [425.0, 1209.0, 321.0, 18.0], shoonya_5s4OBK6VORASTI, 5694690]
[paragraph, [766.0, 1175.0, 335.0, 18.0], 8hiJ-lXyia, 5694690]
[paragraph, [766.0, 1193.0, 335.0, 18.0], 8hiJ-lXyia, 5694690]
[paragraph, [766.0, 1211.0, 335.0, 18.0], 8hiJ-lXyia, 5694690]
