[2339, 1653]
[paragraph, [325.0, 162.0, 1137.0, 36.0], shoonya_1sVSQJ2IXKJKOT, 5734032]
[reference, [325.0, 1337.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1373.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1409.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1445.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1481.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1517.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1553.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1589.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1625.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1661.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1697.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1733.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1769.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1805.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1841.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1877.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1913.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1949.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 1985.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 2021.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[reference, [325.0, 2057.0, 1162.0, 36.0], shoonya_0sKWOQ65F8DIDE, 5734032]
[folio, [819.0, 2158.0, 563.0, 36.0], shoonya_2sE3ZNIWN0WV1G, 5734032]
