[2230, 1704]
[paragraph, [75.0, 154.0, 770.0, 36.0], shoonya_6sQUMBAC5V4CQO, 5653807]
[paragraph, [72.0, 1102.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1138.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1174.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1210.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1246.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1282.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1318.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1354.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [895.0, 1271.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1307.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1343.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1379.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1415.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1451.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1487.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1523.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1559.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1595.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1631.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1667.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1703.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [895.0, 1739.0, 764.0, 36.0], shoonya_3sY48N02WSVAPM, 5653807]
[paragraph, [89.0, 1405.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1441.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1477.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1513.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1549.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1585.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1621.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1657.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1693.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [89.0, 1729.0, 767.0, 36.0], shoonya_5s2KI8L2F68YLL, 5653807]
[paragraph, [901.0, 1776.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 1812.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 1848.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 1884.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 1920.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 1956.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 1992.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 2028.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [901.0, 2064.0, 762.0, 36.0], shoonya_8sKH275WS9N396, 5653807]
[paragraph, [93.0, 1779.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 1815.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 1851.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 1887.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 1923.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 1959.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 1995.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 2031.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 2067.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [93.0, 2103.0, 782.0, 36.0], shoonya_1sEH7TJ02NJRG7, 5653807]
[paragraph, [969.0, 2117.0, 684.0, 36.0], shoonya_9s01WEX6GYAVB0, 5653807]
[folio, [508.0, 2166.0, 685.0, 36.0], shoonya_11sHQOVWT3OIIL, 5653807]
