[1240, 863]
[chapter-title, [286.0, 37.0, 198.0, 30.0], shoonya_4s5UYLFTWOWYAQ, 5776292]
[paragraph, [75.0, 612.0, 628.0, 18.0], shoonya_1sC8DLZO7Y31AH, 5776292]
[paragraph, [75.0, 630.0, 628.0, 18.0], shoonya_1sC8DLZO7Y31AH, 5776292]
[paragraph, [75.0, 648.0, 628.0, 18.0], shoonya_1sC8DLZO7Y31AH, 5776292]
[paragraph, [75.0, 666.0, 628.0, 18.0], shoonya_1sC8DLZO7Y31AH, 5776292]
[paragraph, [75.0, 684.0, 628.0, 18.0], shoonya_1sC8DLZO7Y31AH, 5776292]
[paragraph, [75.0, 702.0, 628.0, 18.0], shoonya_1sC8DLZO7Y31AH, 5776292]
[paragraph, [75.0, 720.0, 628.0, 18.0], shoonya_1sC8DLZO7Y31AH, 5776292]
[paragraph, [75.0, 741.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 759.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 777.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 795.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 813.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 831.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 849.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 867.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 885.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 903.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [75.0, 921.0, 629.0, 18.0], shoonya_2sEEKCVEFO97WS, 5776292]
[paragraph, [77.0, 948.0, 630.0, 18.0], shoonya_3sYQ1OU1SVES4V, 5776292]
[paragraph, [77.0, 966.0, 630.0, 18.0], shoonya_3sYQ1OU1SVES4V, 5776292]
[paragraph, [77.0, 984.0, 630.0, 18.0], shoonya_3sYQ1OU1SVES4V, 5776292]
[paragraph, [77.0, 1002.0, 630.0, 18.0], shoonya_3sYQ1OU1SVES4V, 5776292]
[paragraph, [77.0, 1020.0, 630.0, 18.0], shoonya_3sYQ1OU1SVES4V, 5776292]
[paragraph, [77.0, 1038.0, 630.0, 18.0], shoonya_3sYQ1OU1SVES4V, 5776292]
[paragraph, [77.0, 1056.0, 630.0, 18.0], shoonya_3sYQ1OU1SVES4V, 5776292]
[paragraph, [95.0, 1074.0, 616.0, 18.0], 0sNtNBT_wH, 5776292]
