[1238, 765]
[chapter-title, [199.0, 71.0, 370.0, 30.0], K1ZiVnN5Ne, 5770699]
[paragraph, [76.0, 810.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [76.0, 828.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [76.0, 846.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [76.0, 864.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [76.0, 882.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [76.0, 900.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [71.0, 919.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 937.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 955.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 973.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 991.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 1009.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 1027.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 1045.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 1063.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 1081.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 1099.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [71.0, 1117.0, 320.0, 18.0], nBeyMpO22w, 5770699]
[paragraph, [393.0, 1016.0, 298.0, 18.0], shoonya_0sEBM66WVL0O3B, 5770699]
[paragraph, [393.0, 1034.0, 298.0, 18.0], shoonya_0sEBM66WVL0O3B, 5770699]
[paragraph, [393.0, 1052.0, 298.0, 18.0], shoonya_0sEBM66WVL0O3B, 5770699]
[paragraph, [393.0, 1070.0, 298.0, 18.0], shoonya_0sEBM66WVL0O3B, 5770699]
[paragraph, [393.0, 1088.0, 298.0, 18.0], shoonya_0sEBM66WVL0O3B, 5770699]
[paragraph, [393.0, 1106.0, 298.0, 18.0], shoonya_0sEBM66WVL0O3B, 5770699]
