[2339, 1653]
[folio, [196.0, 360.0, 140.0, 36.0], _Ww3aYPRzh, 5735303]
[paragraph, [203.0, 1340.0, 612.0, 36.0], shoonya_3sVFX2IY5SG7XU, 5735303]
[paragraph, [203.0, 1376.0, 612.0, 36.0], shoonya_3sVFX2IY5SG7XU, 5735303]
[paragraph, [203.0, 1412.0, 612.0, 36.0], shoonya_3sVFX2IY5SG7XU, 5735303]
[paragraph, [203.0, 1448.0, 612.0, 36.0], shoonya_3sVFX2IY5SG7XU, 5735303]
[paragraph, [833.0, 1129.0, 615.0, 36.0], shoonya_6sC5RNM5JT477U, 5735303]
[paragraph, [833.0, 1165.0, 615.0, 36.0], shoonya_6sC5RNM5JT477U, 5735303]
[paragraph, [833.0, 1201.0, 615.0, 36.0], shoonya_6sC5RNM5JT477U, 5735303]
[paragraph, [833.0, 1237.0, 615.0, 36.0], shoonya_6sC5RNM5JT477U, 5735303]
[paragraph, [833.0, 1273.0, 615.0, 36.0], shoonya_6sC5RNM5JT477U, 5735303]
[paragraph, [833.0, 1309.0, 615.0, 36.0], shoonya_6sC5RNM5JT477U, 5735303]
[paragraph, [836.0, 1364.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1400.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1436.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1472.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1508.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1544.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1580.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1616.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1652.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [836.0, 1688.0, 612.0, 36.0], shoonya_0sLI503SHBX406, 5735303]
[paragraph, [202.0, 1501.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1537.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1573.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1609.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1645.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1681.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1717.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1753.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1789.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1825.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1861.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1897.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1933.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 1969.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [202.0, 2005.0, 614.0, 36.0], shoonya_2sDIPEP5XC7SB9, 5735303]
[paragraph, [835.0, 1738.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[paragraph, [835.0, 1774.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[paragraph, [835.0, 1810.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[paragraph, [835.0, 1846.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[paragraph, [835.0, 1882.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[paragraph, [835.0, 1918.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[paragraph, [835.0, 1954.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[paragraph, [835.0, 1990.0, 612.0, 36.0], shoonya_4s25BDJGYXQZI8, 5735303]
[folio, [204.0, 2080.0, 241.0, 36.0], shoonya_8sM3X73EV66NOP, 5735303]
