[1362, 845]
[index, [110.0, 79.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[paragraph, [158.0, 1096.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1114.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1132.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1150.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1168.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1186.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1204.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1222.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1240.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
[paragraph, [158.0, 1258.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
