[1806, 1262]
[folio, [198.0, 99.0, 504.0, 36.0], a4Gj1xSM1r, 5680611]
[paragraph, [673.0, 795.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 831.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 867.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 903.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 939.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 975.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 1011.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 1047.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 1083.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 1119.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [667.0, 1181.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1217.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1253.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1289.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1325.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1361.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1397.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1433.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1469.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1505.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1541.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1577.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1613.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [667.0, 1649.0, 500.0, 36.0], _he7fU3i2r, 5680611]
[paragraph, [138.0, 1233.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1269.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1305.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1341.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1377.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1413.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1449.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1485.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1521.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1557.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1593.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1629.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
[paragraph, [138.0, 1665.0, 495.0, 36.0], shoonya_3sWBIEHRX7JHWC, 5680611]
