[1447, 1063]
[folio, [427.0, 51.0, 207.0, 18.0], XU3bxLdGce, 5762901]
[paragraph, [89.0, 570.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 588.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 606.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 624.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 642.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 660.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 678.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 696.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 714.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [89.0, 732.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
[paragraph, [533.0, 669.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 687.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 705.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 723.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 741.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 759.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 777.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 795.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 813.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 831.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 849.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 867.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 885.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 903.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 921.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 939.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 957.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 975.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 993.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 1011.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 1029.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 1047.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 1065.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [533.0, 1083.0, 436.0, 18.0], shoonya_2sSODMSRNSEP37, 5762901]
[paragraph, [91.0, 771.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 789.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 807.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 825.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 843.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 861.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 879.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 897.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 915.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 933.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [91.0, 951.0, 433.0, 18.0], shoonya_8sWLRYNZGY5PBE, 5762901]
[paragraph, [92.0, 983.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1001.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1019.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1037.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1055.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1073.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1091.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1109.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1127.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1145.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1163.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1181.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1199.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1217.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1235.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1253.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1271.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1289.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1307.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1325.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [92.0, 1343.0, 433.0, 18.0], shoonya_3sY2LNX7OVFP89, 5762901]
[paragraph, [535.0, 1114.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1132.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1150.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1168.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1186.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1204.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1222.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1240.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1258.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1276.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1294.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1312.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
[paragraph, [535.0, 1330.0, 433.0, 18.0], TlD2LWRUFY, 5762901]
