[2200, 1700]
[paragraph, [368.0, 55.0, 1090.0, 36.0], shoonya_0s7W3I0W2PD0BC, 5731082]
[paragraph, [374.0, 1564.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1600.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1636.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1672.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1708.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1744.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1780.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1816.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1852.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[paragraph, [374.0, 1888.0, 1117.0, 36.0], shoonya_1sIPUEZCV4Z5QL, 5731082]
[folio, [1033.0, 2011.0, 371.0, 36.0], WFOMgsxQSw, 5731082]
