[2180, 1610]
[paragraph, [779.0, 165.0, 743.0, 36.0], shoonya_0sOAG22SP6M5LF, 5654240]
[paragraph, [1029.0, 967.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [1029.0, 1003.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [1029.0, 1039.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [1029.0, 1075.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [1029.0, 1111.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [1029.0, 1147.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [1029.0, 1183.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [1029.0, 1219.0, 490.0, 36.0], shoonya_1sROWMT0P3955G, 5654240]
[paragraph, [24.0, 885.0, 644.0, 36.0], shoonya_9s7DH2977RTC0L, 5654240]
[paragraph, [31.0, 934.0, 520.0, 36.0], shoonya_5sOO4SGVR54VXE, 5654240]
[paragraph, [31.0, 970.0, 520.0, 36.0], shoonya_5sOO4SGVR54VXE, 5654240]
[paragraph, [31.0, 1006.0, 520.0, 36.0], shoonya_5sOO4SGVR54VXE, 5654240]
[paragraph, [31.0, 1042.0, 520.0, 36.0], shoonya_5sOO4SGVR54VXE, 5654240]
[paragraph, [31.0, 1078.0, 520.0, 36.0], shoonya_5sOO4SGVR54VXE, 5654240]
[paragraph, [31.0, 1114.0, 520.0, 36.0], shoonya_5sOO4SGVR54VXE, 5654240]
[paragraph, [42.0, 1158.0, 540.0, 36.0], shoonya_12sDJ1GIS9GEQL, 5654240]
[paragraph, [42.0, 1194.0, 540.0, 36.0], shoonya_12sDJ1GIS9GEQL, 5654240]
[paragraph, [42.0, 1230.0, 540.0, 36.0], shoonya_12sDJ1GIS9GEQL, 5654240]
[paragraph, [42.0, 1266.0, 540.0, 36.0], shoonya_12sDJ1GIS9GEQL, 5654240]
[paragraph, [42.0, 1302.0, 540.0, 36.0], shoonya_12sDJ1GIS9GEQL, 5654240]
[paragraph, [794.0, 1297.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1333.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1369.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1405.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1441.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1477.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1513.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1549.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1585.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1621.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1657.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1693.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1729.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1765.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1801.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1837.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [794.0, 1873.0, 722.0, 36.0], shoonya_3s05BI2CBXN782, 5654240]
[paragraph, [39.0, 1335.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1371.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1407.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1443.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1479.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1515.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1551.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1587.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1623.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1659.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1695.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1731.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1767.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1803.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1839.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [39.0, 1875.0, 766.0, 36.0], shoonya_2s5KWB0JBPUTXY, 5654240]
[paragraph, [50.0, 1902.0, 761.0, 36.0], shoonya_10sGV1XO9E4V48, 5654240]
[paragraph, [50.0, 1938.0, 761.0, 36.0], shoonya_10sGV1XO9E4V48, 5654240]
[paragraph, [50.0, 1974.0, 761.0, 36.0], shoonya_10sGV1XO9E4V48, 5654240]
[paragraph, [50.0, 2010.0, 761.0, 36.0], shoonya_10sGV1XO9E4V48, 5654240]
[paragraph, [50.0, 2046.0, 761.0, 36.0], shoonya_10sGV1XO9E4V48, 5654240]
[paragraph, [837.0, 1947.0, 733.0, 36.0], shoonya_11s6G6BEDZOSVW, 5654240]
[paragraph, [837.0, 1983.0, 733.0, 36.0], shoonya_11s6G6BEDZOSVW, 5654240]
[folio, [734.0, 2061.0, 191.0, 36.0], fEQYUVxRE3, 5654240]
