[1300, 900]
[folio, [284.0, 35.0, 300.0, 18.0], shoonya_3sOAOVSROOX3R9, 5731630]
[paragraph, [94.0, 898.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 916.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 934.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 952.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 970.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 988.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1006.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1024.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1042.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1060.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1078.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1096.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1114.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [94.0, 1132.0, 716.0, 18.0], shoonya_1s2EY2F47R2HLH, 5731630]
[paragraph, [98.0, 1162.0, 719.0, 18.0], DByP_Ws1MU, 5731630]
[paragraph, [98.0, 1180.0, 719.0, 18.0], DByP_Ws1MU, 5731630]
[paragraph, [98.0, 1198.0, 719.0, 18.0], DByP_Ws1MU, 5731630]
[paragraph, [98.0, 1216.0, 719.0, 18.0], DByP_Ws1MU, 5731630]
[paragraph, [98.0, 1234.0, 719.0, 18.0], DByP_Ws1MU, 5731630]
