[1625, 1211]
[section-title, [331.0, 93.0, 478.0, 49.5], shoonya_1s3G68WC6SXFID, 5742296]
[paragraph, [432.0, 526.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 562.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 598.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 634.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 670.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 706.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 742.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [63.0, 613.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 649.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 685.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 721.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 757.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 793.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 829.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 865.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 901.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 937.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 973.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1009.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1045.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1081.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1117.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1153.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1189.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1225.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1261.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1297.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [63.0, 1333.0, 350.0, 36.0], waL1dTG6xs, 5742296]
[paragraph, [799.0, 640.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 676.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 712.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 748.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 784.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 820.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 856.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 892.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 928.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 964.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 1000.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 1036.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 1072.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [799.0, 1108.0, 341.0, 36.0], FcdCc1ioT-, 5742296]
[paragraph, [435.0, 801.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 837.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 873.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 909.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 945.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 981.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1017.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1053.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1089.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1125.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1161.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1197.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1233.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1269.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1305.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1341.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1377.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1413.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [435.0, 1449.0, 343.0, 36.0], Qkq3Y9IWQZ, 5742296]
[paragraph, [784.0, 1177.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [784.0, 1213.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [784.0, 1249.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [784.0, 1285.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [784.0, 1321.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [784.0, 1357.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [784.0, 1393.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [784.0, 1429.0, 347.0, 36.0], JNwrOD1ea4, 5742296]
[paragraph, [81.0, 1381.0, 335.0, 36.0], NJx_dR2ZEM, 5742296]
[paragraph, [81.0, 1417.0, 335.0, 36.0], NJx_dR2ZEM, 5742296]
