[1275, 750]
[folio, [282.0, 86.0, 183.0, 18.0], shoonya_2sPYG9PUMDLIA9, 5767574]
[paragraph, [59.0, 452.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 470.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 488.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 506.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 524.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 542.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 560.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 578.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 596.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 614.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 632.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 650.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 668.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 686.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 704.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 722.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 740.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 758.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 776.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 794.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 812.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 830.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 848.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 866.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 884.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 902.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 920.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 938.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 956.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 974.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 992.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1010.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1028.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1046.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1064.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1082.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1100.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1118.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1136.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1154.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
[paragraph, [59.0, 1172.0, 634.0, 18.0], shoonya_1sC1N2IWWRIAI6, 5767574]
