[1337, 839]
[folio, [343.0, 76.0, 148.0, 18.0], shoonya_0sXWY8OUIV6LT8, 5770328]
[paragraph, [67.0, 770.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 788.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 806.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 824.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 842.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 860.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 878.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 896.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 914.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 932.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 950.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 968.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 986.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 1004.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 1022.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 1040.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 1058.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 1076.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [67.0, 1094.0, 354.0, 18.0], gjMQWCiQwa, 5770328]
[paragraph, [425.0, 578.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 596.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 614.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 632.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 650.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 668.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 686.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 704.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 722.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 740.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 758.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 776.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 794.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 812.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 830.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 848.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 866.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 884.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 902.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 920.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 938.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 956.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 974.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 992.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1010.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1028.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1046.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1064.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1082.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1100.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1118.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1136.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1154.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1172.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1190.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1208.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1226.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [425.0, 1244.0, 340.0, 18.0], b5dLOG6_Uw, 5770328]
[paragraph, [68.0, 1125.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
[paragraph, [68.0, 1143.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
[paragraph, [68.0, 1161.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
[paragraph, [68.0, 1179.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
[paragraph, [68.0, 1197.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
[paragraph, [68.0, 1215.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
[paragraph, [68.0, 1233.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
[paragraph, [68.0, 1251.0, 353.0, 18.0], 4coAJ3ZdM4, 5770328]
