[1806, 1262]
[folio, [163.0, 97.0, 509.0, 36.0], shoonya_1sX1QYCOWTARMD, 5681160]
[paragraph, [653.0, 940.0, 507.0, 36.0], kfyHqfCcad, 5681160]
[paragraph, [653.0, 976.0, 507.0, 36.0], kfyHqfCcad, 5681160]
[paragraph, [653.0, 1012.0, 507.0, 36.0], kfyHqfCcad, 5681160]
[paragraph, [653.0, 1048.0, 507.0, 36.0], kfyHqfCcad, 5681160]
[paragraph, [653.0, 1084.0, 507.0, 36.0], kfyHqfCcad, 5681160]
[paragraph, [99.0, 976.0, 504.0, 36.0], yePW95IUem, 5681160]
[paragraph, [99.0, 1049.0, 504.0, 36.0], 2LT3z6Gysu, 5681160]
[paragraph, [99.0, 1085.0, 504.0, 36.0], 2LT3z6Gysu, 5681160]
[paragraph, [99.0, 1121.0, 504.0, 36.0], 2LT3z6Gysu, 5681160]
[paragraph, [648.0, 1124.0, 509.0, 36.0], g5vXB0HoiT, 5681160]
[paragraph, [648.0, 1160.0, 509.0, 36.0], g5vXB0HoiT, 5681160]
[paragraph, [648.0, 1196.0, 509.0, 36.0], g5vXB0HoiT, 5681160]
[paragraph, [96.0, 1168.0, 506.0, 36.0], 0wxHAiLKFT, 5681160]
[paragraph, [96.0, 1204.0, 506.0, 36.0], 0wxHAiLKFT, 5681160]
[paragraph, [96.0, 1240.0, 506.0, 36.0], 0wxHAiLKFT, 5681160]
[paragraph, [654.0, 1267.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1303.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1339.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1375.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1411.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1447.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1483.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1519.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1555.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1591.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1627.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [654.0, 1663.0, 506.0, 36.0], hRf7-mx_dh, 5681160]
[paragraph, [91.0, 1311.0, 509.0, 36.0], zTizQ2jR3n, 5681160]
[paragraph, [91.0, 1347.0, 509.0, 36.0], zTizQ2jR3n, 5681160]
[paragraph, [91.0, 1383.0, 509.0, 36.0], zTizQ2jR3n, 5681160]
[paragraph, [91.0, 1419.0, 509.0, 36.0], zTizQ2jR3n, 5681160]
[section-title, [164.0, 1480.0, 375.0, 49.5], 0uYlWTjKQO, 5681160]
[paragraph, [86.0, 1553.0, 523.0, 36.0], 94EN4gpip1, 5681160]
[paragraph, [86.0, 1589.0, 523.0, 36.0], 94EN4gpip1, 5681160]
[paragraph, [86.0, 1625.0, 523.0, 36.0], 94EN4gpip1, 5681160]
[paragraph, [86.0, 1661.0, 523.0, 36.0], 94EN4gpip1, 5681160]
