[5478, 3644]
[folio, [2293.0, 514.0, 882.0, 52.5], ErHXMDeFnB, 5710434]
[paragraph, [461.0, 2560.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2613.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2665.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2718.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2770.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2823.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2875.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2928.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2980.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 3033.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 3085.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 3138.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 3190.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 3243.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 3295.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 3348.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [441.0, 3432.0, 2688.0, 52.5], uPWzHrRRyS, 5710434]
[paragraph, [441.0, 3484.5, 2688.0, 52.5], uPWzHrRRyS, 5710434]
[paragraph, [441.0, 3537.0, 2688.0, 52.5], uPWzHrRRyS, 5710434]
[paragraph, [441.0, 3589.5, 2688.0, 52.5], uPWzHrRRyS, 5710434]
[paragraph, [441.0, 3642.0, 2688.0, 52.5], uPWzHrRRyS, 5710434]
[paragraph, [441.0, 3694.5, 2688.0, 52.5], uPWzHrRRyS, 5710434]
[paragraph, [441.0, 3747.0, 2688.0, 52.5], uPWzHrRRyS, 5710434]
[paragraph, [468.0, 3924.0, 2734.0, 52.5], JPC8Gfi93w, 5710434]
[paragraph, [468.0, 3976.5, 2734.0, 52.5], JPC8Gfi93w, 5710434]
[paragraph, [468.0, 4029.0, 2734.0, 52.5], JPC8Gfi93w, 5710434]
[paragraph, [468.0, 4081.5, 2734.0, 52.5], JPC8Gfi93w, 5710434]
[paragraph, [468.0, 4134.0, 2734.0, 52.5], JPC8Gfi93w, 5710434]
[paragraph, [473.0, 4227.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4279.5, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4332.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4384.5, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4437.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4489.5, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4542.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4594.5, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4647.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4699.5, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4752.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4804.5, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4857.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4909.5, 2743.0, 52.5], G-di9Enmjb, 5710434]
[paragraph, [473.0, 4962.0, 2743.0, 52.5], G-di9Enmjb, 5710434]
