[1565, 1152]
[headline, [56.0, 46.0, 224.0, 37.5], VpAnxI1s09, 5722889]
[ordered-list, [564.0, 968.0, 586.0, 36.0], qufYeF9alt, 5722889]
[ordered-list, [564.0, 1004.0, 586.0, 36.0], qufYeF9alt, 5722889]
[ordered-list, [564.0, 1040.0, 586.0, 36.0], qufYeF9alt, 5722889]
[ordered-list, [564.0, 1076.0, 586.0, 36.0], qufYeF9alt, 5722889]
[ordered-list, [564.0, 1112.0, 586.0, 36.0], qufYeF9alt, 5722889]
[ordered-list, [564.0, 1148.0, 586.0, 36.0], qufYeF9alt, 5722889]
[ordered-list, [564.0, 1184.0, 586.0, 36.0], qufYeF9alt, 5722889]
[ordered-list, [328.0, 970.0, 211.0, 36.0], NuUfs_lLRz, 5722889]
[ordered-list, [328.0, 1006.0, 211.0, 36.0], NuUfs_lLRz, 5722889]
[ordered-list, [328.0, 1042.0, 211.0, 36.0], NuUfs_lLRz, 5722889]
[ordered-list, [328.0, 1078.0, 211.0, 36.0], NuUfs_lLRz, 5722889]
[ordered-list, [328.0, 1114.0, 211.0, 36.0], NuUfs_lLRz, 5722889]
[ordered-list, [328.0, 1150.0, 211.0, 36.0], NuUfs_lLRz, 5722889]
[ordered-list, [328.0, 1186.0, 211.0, 36.0], NuUfs_lLRz, 5722889]
[ordered-list, [362.0, 1249.0, 748.0, 36.0], W1oDPaAhrt, 5722889]
[ordered-list, [362.0, 1285.0, 748.0, 36.0], W1oDPaAhrt, 5722889]
[ordered-list, [362.0, 1321.0, 748.0, 36.0], W1oDPaAhrt, 5722889]
[ordered-list, [362.0, 1357.0, 748.0, 36.0], W1oDPaAhrt, 5722889]
[ordered-list, [362.0, 1393.0, 748.0, 36.0], W1oDPaAhrt, 5722889]
[ordered-list, [362.0, 1429.0, 748.0, 36.0], W1oDPaAhrt, 5722889]
[ordered-list, [362.0, 1465.0, 748.0, 36.0], W1oDPaAhrt, 5722889]
