[2339, 1654]
[folio, [130.0, 66.0, 331.0, 36.0], BJjL4LHhfy, 5750601]
[paragraph, [149.0, 1405.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1441.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1477.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1513.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1549.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1585.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1621.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1657.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1693.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1729.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1765.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1801.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [128.0, 1823.0, 1494.0, 36.0], 7Bu-YaMOLg, 5750601]
[paragraph, [128.0, 1859.0, 1494.0, 36.0], 7Bu-YaMOLg, 5750601]
[paragraph, [128.0, 1895.0, 1494.0, 36.0], 7Bu-YaMOLg, 5750601]
[paragraph, [128.0, 1931.0, 1494.0, 36.0], 7Bu-YaMOLg, 5750601]
[paragraph, [149.0, 1943.0, 1477.0, 36.0], cJniosPtMA, 5750601]
[paragraph, [149.0, 1979.0, 1477.0, 36.0], cJniosPtMA, 5750601]
[paragraph, [149.0, 2015.0, 1477.0, 36.0], cJniosPtMA, 5750601]
[paragraph, [149.0, 2051.0, 1477.0, 36.0], cJniosPtMA, 5750601]
[paragraph, [149.0, 2087.0, 1477.0, 36.0], cJniosPtMA, 5750601]
[paragraph, [149.0, 2123.0, 1477.0, 36.0], cJniosPtMA, 5750601]
[paragraph, [149.0, 2159.0, 1477.0, 36.0], cJniosPtMA, 5750601]
[paragraph, [149.0, 2195.0, 1477.0, 36.0], cJniosPtMA, 5750601]
