[1388, 886]
[folio, [358.0, 55.0, 147.0, 18.0], 1b9Y_GYKpk, 5742093]
[paragraph, [454.0, 826.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 844.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 862.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 880.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 898.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 916.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 934.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 952.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 970.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 988.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1006.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1024.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1042.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1060.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1078.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1096.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1114.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1132.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1150.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1168.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1186.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1204.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1222.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1240.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1258.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1276.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1294.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[paragraph, [454.0, 1312.0, 403.0, 18.0], shoonya_1s0WMM7BYFUS4U, 5742093]
[footnote, [569.0, 1344.0, 276.0, 18.0], wY1Bqfp2R_, 5742093]
[footnote, [569.0, 1362.0, 276.0, 18.0], wY1Bqfp2R_, 5742093]
