[1806, 1262]
[folio, [170.0, 98.0, 513.0, 36.0], shoonya_1sYQG3OP9PS9EM, 5681487]
[paragraph, [653.0, 797.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 833.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 869.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 905.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 941.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 977.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1013.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1049.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1085.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1121.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1157.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1193.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1229.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1265.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1301.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1337.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1373.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1409.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1445.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1481.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1517.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1553.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1589.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [653.0, 1625.0, 513.0, 36.0], 0jPDiFcKRk, 5681487]
[paragraph, [102.0, 682.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [102.0, 718.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [102.0, 754.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [102.0, 790.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [102.0, 826.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [102.0, 862.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [102.0, 898.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [102.0, 934.0, 509.0, 36.0], shoonya_4s7SSNMDES76TT, 5681487]
[paragraph, [103.0, 1009.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1045.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1081.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1117.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1153.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1189.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1225.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1261.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1297.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1333.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1369.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1405.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1441.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1477.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1513.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1549.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1585.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
[paragraph, [103.0, 1621.0, 514.0, 36.0], shoonya_5s69V1UZI60D9D, 5681487]
