[2230, 1704]
[paragraph, [882.0, 160.0, 767.0, 36.0], shoonya_11s8W6TTP1LCH1, 5654154]
[paragraph, [74.0, 976.0, 610.0, 36.0], shoonya_17sOJRBQL5MJ7Q, 5654154]
[paragraph, [74.0, 1012.0, 610.0, 36.0], shoonya_17sOJRBQL5MJ7Q, 5654154]
[paragraph, [74.0, 1048.0, 610.0, 36.0], shoonya_17sOJRBQL5MJ7Q, 5654154]
[paragraph, [74.0, 1084.0, 610.0, 36.0], shoonya_17sOJRBQL5MJ7Q, 5654154]
[paragraph, [74.0, 1120.0, 610.0, 36.0], shoonya_17sOJRBQL5MJ7Q, 5654154]
[paragraph, [1060.0, 924.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 960.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 996.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 1032.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 1068.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 1104.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 1140.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 1176.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [1060.0, 1212.0, 617.0, 36.0], E_pyk6pfAY, 5654154]
[paragraph, [73.0, 1163.0, 615.0, 36.0], SenXwWf6E5, 5654154]
[paragraph, [73.0, 1199.0, 615.0, 36.0], SenXwWf6E5, 5654154]
[paragraph, [91.0, 1244.0, 779.0, 36.0], 2o3B8wJ2xv, 5654154]
[paragraph, [898.0, 1251.0, 792.0, 36.0], CiLg1Wu9F7, 5654154]
[paragraph, [898.0, 1287.0, 792.0, 36.0], CiLg1Wu9F7, 5654154]
[paragraph, [97.0, 1300.0, 784.0, 36.0], shoonya_2sC7SKXU50Z9S8, 5654154]
[paragraph, [97.0, 1336.0, 784.0, 36.0], shoonya_2sC7SKXU50Z9S8, 5654154]
[paragraph, [97.0, 1372.0, 784.0, 36.0], shoonya_2sC7SKXU50Z9S8, 5654154]
[paragraph, [97.0, 1408.0, 784.0, 36.0], shoonya_2sC7SKXU50Z9S8, 5654154]
[paragraph, [97.0, 1444.0, 784.0, 36.0], shoonya_2sC7SKXU50Z9S8, 5654154]
[paragraph, [97.0, 1480.0, 784.0, 36.0], shoonya_2sC7SKXU50Z9S8, 5654154]
[paragraph, [97.0, 1516.0, 784.0, 36.0], shoonya_2sC7SKXU50Z9S8, 5654154]
[section-title, [903.0, 1352.0, 448.0, 52.5], shoonya_13sLN5804W3WFF, 5654154]
[paragraph, [906.0, 1396.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1432.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1468.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1504.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1540.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1576.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1612.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1648.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1684.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [906.0, 1720.0, 770.0, 36.0], shoonya_0sM5D1793B0ES8, 5654154]
[paragraph, [105.0, 1575.0, 782.0, 36.0], shoonya_8s7C5X2B4ZZGPO, 5654154]
[paragraph, [105.0, 1611.0, 782.0, 36.0], shoonya_8s7C5X2B4ZZGPO, 5654154]
[paragraph, [105.0, 1647.0, 782.0, 36.0], shoonya_8s7C5X2B4ZZGPO, 5654154]
[paragraph, [105.0, 1683.0, 782.0, 36.0], shoonya_8s7C5X2B4ZZGPO, 5654154]
[paragraph, [105.0, 1719.0, 782.0, 36.0], shoonya_8s7C5X2B4ZZGPO, 5654154]
[paragraph, [105.0, 1755.0, 782.0, 36.0], shoonya_8s7C5X2B4ZZGPO, 5654154]
[paragraph, [910.0, 1763.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 1799.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 1835.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 1871.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 1907.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 1943.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 1979.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 2015.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 2051.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [910.0, 2087.0, 771.0, 36.0], shoonya_3sKKKWEXNDXVM0, 5654154]
[paragraph, [109.0, 1798.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 1834.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 1870.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 1906.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 1942.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 1978.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 2014.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 2050.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[paragraph, [109.0, 2086.0, 781.0, 36.0], shoonya_1sKENOVELODWX4, 5654154]
[folio, [820.0, 2136.0, 174.0, 36.0], shoonya_14sCL52DZ56T2S, 5654154]
