[2180, 1639]
[paragraph, [810.0, 135.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [836.0, 719.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 755.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 791.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 827.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 863.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 899.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 935.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 971.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1007.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1043.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1079.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1115.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1151.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1187.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1223.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1259.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1295.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1331.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1367.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1403.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1439.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1475.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1511.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1547.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1583.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1619.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1655.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1691.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1727.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1763.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1799.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 1835.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [74.0, 1644.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1680.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1716.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1752.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1788.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1824.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1860.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1896.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1932.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 1968.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 2004.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[paragraph, [74.0, 2040.0, 745.0, 36.0], shoonya_1sE87R2LOXIYAG, 5653759]
[contact-info, [1192.0, 1909.0, 428.0, 36.0], F6uNFTVSGQ, 5653759]
[contact-info, [1192.0, 1945.0, 428.0, 36.0], F6uNFTVSGQ, 5653759]
[contact-info, [1192.0, 1981.0, 428.0, 36.0], F6uNFTVSGQ, 5653759]
[contact-info, [1192.0, 2017.0, 428.0, 36.0], F6uNFTVSGQ, 5653759]
[folio, [476.0, 2105.0, 685.0, 36.0], shoonya_7sAO0MUTROHMLQ, 5653759]
