[1447, 1063]
[folio, [421.0, 45.0, 220.0, 18.0], C7zOKi03Jf, 5762872]
[paragraph, [90.0, 687.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 705.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 723.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 741.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 759.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 777.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 795.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 813.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 831.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 849.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 867.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 885.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 903.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 921.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 939.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
