[1625, 1211]
[headline, [138.0, 120.0, 918.0, 37.5], shoonya_1sTXRB12AMD1TG, 5742356]
[paragraph, [439.0, 861.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [439.0, 897.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [439.0, 933.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [439.0, 969.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [439.0, 1005.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [439.0, 1041.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [439.0, 1077.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [439.0, 1113.0, 347.0, 36.0], XsiHLRlT4W, 5742356]
[paragraph, [80.0, 1109.0, 333.0, 36.0], tL73ZOtLTK, 5742356]
[paragraph, [80.0, 1145.0, 333.0, 36.0], tL73ZOtLTK, 5742356]
[paragraph, [80.0, 1181.0, 333.0, 36.0], tL73ZOtLTK, 5742356]
[paragraph, [80.0, 1217.0, 333.0, 36.0], tL73ZOtLTK, 5742356]
[paragraph, [80.0, 1253.0, 333.0, 36.0], tL73ZOtLTK, 5742356]
[paragraph, [80.0, 1289.0, 333.0, 36.0], tL73ZOtLTK, 5742356]
[paragraph, [442.0, 1186.0, 336.0, 36.0], lLeL4YkToO, 5742356]
[paragraph, [442.0, 1222.0, 336.0, 36.0], lLeL4YkToO, 5742356]
[paragraph, [442.0, 1258.0, 336.0, 36.0], lLeL4YkToO, 5742356]
[paragraph, [442.0, 1294.0, 336.0, 36.0], lLeL4YkToO, 5742356]
[paragraph, [442.0, 1330.0, 336.0, 36.0], lLeL4YkToO, 5742356]
[paragraph, [442.0, 1366.0, 336.0, 36.0], lLeL4YkToO, 5742356]
[paragraph, [442.0, 1402.0, 336.0, 36.0], lLeL4YkToO, 5742356]
[paragraph, [827.0, 1291.0, 265.0, 36.0], AMjlAPyWXV, 5742356]
[paragraph, [827.0, 1327.0, 265.0, 36.0], AMjlAPyWXV, 5742356]
[paragraph, [827.0, 1363.0, 265.0, 36.0], AMjlAPyWXV, 5742356]
[paragraph, [827.0, 1399.0, 265.0, 36.0], AMjlAPyWXV, 5742356]
[paragraph, [827.0, 1435.0, 265.0, 36.0], AMjlAPyWXV, 5742356]
[paragraph, [83.0, 1364.0, 334.0, 36.0], A3-XCeKgR9, 5742356]
[paragraph, [83.0, 1400.0, 334.0, 36.0], A3-XCeKgR9, 5742356]
[footnote, [751.0, 1573.0, 374.0, 36.0], McgRA03XuG, 5742356]
