[1492, 1000]
[folio, [417.0, 154.0, 206.0, 18.0], shoonya_2s8TUBILDDL8WF, 5719932]
[paragraph, [146.0, 731.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 749.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 767.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 785.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 803.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 821.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 839.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 857.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 875.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 893.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 911.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 929.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 947.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 965.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 983.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1001.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1019.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1037.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1055.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1073.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1091.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1109.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1127.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1145.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1163.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1181.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1199.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1217.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1235.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1253.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1271.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
[paragraph, [146.0, 1289.0, 753.0, 18.0], O5CrC8KdlS, 5719932]
