[679, 512]
[ordered-list, [74.0, 49.0, 395.0, 18.0], Y1XTxkxQH8, 6495590]
[sub-ordered-list, [80.0, 566.0, 387.0, 18.0], FTlOAkNgBU, 6495590]
[sub-ordered-list, [80.0, 584.0, 387.0, 18.0], FTlOAkNgBU, 6495590]
[subsub-ordered-list, [100.0, 424.0, 365.0, 18.0], ACC8ce6Vpn, 6495590]
[subsub-ordered-list, [100.0, 442.0, 365.0, 18.0], ACC8ce6Vpn, 6495590]
[subsub-ordered-list, [100.0, 460.0, 365.0, 18.0], ACC8ce6Vpn, 6495590]
[subsub-ordered-list, [100.0, 478.0, 365.0, 18.0], ACC8ce6Vpn, 6495590]
[subsub-ordered-list, [100.0, 496.0, 365.0, 18.0], ACC8ce6Vpn, 6495590]
[subsub-ordered-list, [100.0, 514.0, 365.0, 18.0], ACC8ce6Vpn, 6495590]
[subsub-ordered-list, [97.0, 552.0, 361.0, 18.0], oCJ1uWkmnC, 6495590]
[subsub-ordered-list, [97.0, 570.0, 361.0, 18.0], oCJ1uWkmnC, 6495590]
[subsub-ordered-list, [97.0, 588.0, 361.0, 18.0], oCJ1uWkmnC, 6495590]
[folio, [154.0, 619.0, 166.0, 18.0], JUzgrw9--B, 6495590]
[paragraph, [9621.0, 5057.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5075.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5093.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5111.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5129.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5147.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5165.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5183.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5201.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5219.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5237.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5255.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5273.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5291.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5309.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5327.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5345.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5363.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5381.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5399.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5417.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5435.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5453.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5471.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5489.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5507.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5525.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5543.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5561.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5579.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5597.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5615.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5633.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5651.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5669.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5687.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5705.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5723.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5741.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5759.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5777.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5795.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5813.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5831.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5849.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5867.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5885.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5903.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5921.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5939.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5957.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5975.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 5993.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6011.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6029.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6047.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6065.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6083.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6101.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6119.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6137.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6155.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6173.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [9621.0, 6191.0, 45709.0, 18.0], shoonya_8sN6MK8ZFPYPEN, 6495590]
[paragraph, [8532.0, 8288.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8306.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8324.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8342.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8360.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8378.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8396.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8414.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8432.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8450.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8468.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8486.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8504.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8522.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8540.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8558.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8576.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8594.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8612.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8630.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8648.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8666.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8684.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8702.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8720.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8738.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8756.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8774.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8792.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8810.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8828.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8846.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8864.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8882.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8900.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8918.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8936.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8954.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8972.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 8990.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9008.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9026.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9044.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9062.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9080.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9098.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9116.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9134.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9152.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9170.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9188.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9206.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9224.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9242.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9260.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9278.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9296.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9314.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9332.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9350.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9368.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9386.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9404.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [8532.0, 9422.0, 45840.0, 18.0], shoonya_9sHRMA7J58KDYB, 6495590]
[paragraph, [7913.0, 11354.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11372.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11390.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11408.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11426.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11444.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11462.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11480.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11498.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11516.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11534.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11552.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11570.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11588.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11606.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11624.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11642.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11660.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11678.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11696.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11714.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11732.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11750.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11768.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11786.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11804.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11822.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11840.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11858.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11876.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11894.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11912.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11930.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11948.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11966.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 11984.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12002.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12020.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12038.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12056.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12074.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12092.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12110.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12128.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12146.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12164.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12182.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12200.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12218.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12236.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12254.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12272.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12290.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12308.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12326.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12344.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12362.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12380.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12398.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12416.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12434.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12452.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12470.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [7913.0, 12488.0, 45617.0, 18.0], shoonya_4sIYI4TC1KS8RL, 6495590]
[paragraph, [8320.0, 14697.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14715.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14733.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14751.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14769.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14787.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14805.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14823.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14841.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14859.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14877.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14895.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14913.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14931.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14949.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 14967.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
