[1388, 886]
[folio, [374.0, 60.0, 142.0, 18.0], shoonya_1s4JVHFJFRF2S9, 5742568]
[paragraph, [30.0, 369.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 387.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 405.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 423.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 441.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 459.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 477.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 495.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 513.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 531.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 549.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 567.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 585.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 603.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 621.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 639.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 657.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 675.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 693.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 711.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 729.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 747.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 765.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 783.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 801.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 819.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 837.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 855.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 873.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 891.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 909.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 927.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 945.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 963.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 981.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 999.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 1017.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 1035.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 1053.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 1071.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [30.0, 1089.0, 403.0, 18.0], shoonya_3sTMTQC4MNUVDS, 5742568]
[paragraph, [451.0, 558.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 576.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 594.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 612.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 630.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 648.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 666.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 684.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 702.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 720.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 738.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 756.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 774.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 792.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 810.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 828.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 846.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 864.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 882.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 900.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 918.0, 400.0, 18.0], shoonya_4sPKRZU4G9XWZJ, 5742568]
[paragraph, [451.0, 968.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 986.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1004.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1022.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1040.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1058.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1076.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1094.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1112.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1130.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1148.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1166.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1184.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1202.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1220.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1238.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1256.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1274.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1292.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [451.0, 1310.0, 406.0, 18.0], shoonya_0sMIRXR4VHFZBR, 5742568]
[paragraph, [39.0, 1141.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1159.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1177.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1195.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1213.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1231.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1249.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1267.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1285.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[paragraph, [39.0, 1303.0, 391.0, 18.0], 3W26U4gr4n, 5742568]
[footnote, [560.0, 1351.0, 273.0, 18.0], R5uMZZxrLz, 5742568]
