[872, 605]
[section-title, [250.0, 32.0, 114.0, 30.0], XdczJIG93E, 6456948]
[paragraph, [301.0, 219.0, 261.0, 18.0], 2Q7aBit0w-, 6456948]
[paragraph, [301.0, 237.0, 261.0, 18.0], 2Q7aBit0w-, 6456948]
[paragraph, [301.0, 255.0, 261.0, 18.0], 2Q7aBit0w-, 6456948]
[paragraph, [301.0, 273.0, 261.0, 18.0], 2Q7aBit0w-, 6456948]
[paragraph, [301.0, 291.0, 261.0, 18.0], 2Q7aBit0w-, 6456948]
[paragraph, [301.0, 309.0, 261.0, 18.0], 2Q7aBit0w-, 6456948]
[paragraph, [301.0, 337.0, 257.0, 18.0], nVFtVKxCIk, 6456948]
[paragraph, [301.0, 355.0, 257.0, 18.0], nVFtVKxCIk, 6456948]
[paragraph, [299.0, 373.0, 218.0, 18.0], 01yz70gy6q, 6456948]
[paragraph, [301.0, 394.0, 259.0, 18.0], 9t_sb5Cc3v, 6456948]
[paragraph, [301.0, 412.0, 259.0, 18.0], 9t_sb5Cc3v, 6456948]
[paragraph, [301.0, 430.0, 259.0, 18.0], 9t_sb5Cc3v, 6456948]
[paragraph, [299.0, 449.0, 259.0, 18.0], K3s7uiPgyY, 6456948]
[paragraph, [39.0, 459.0, 256.0, 18.0], f7uxgJFyUX, 6456948]
[paragraph, [39.0, 477.0, 256.0, 18.0], f7uxgJFyUX, 6456948]
[paragraph, [302.0, 477.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 495.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 513.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 531.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 549.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 567.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 585.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 603.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 621.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 639.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 657.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 675.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 693.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 711.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [302.0, 729.0, 261.0, 18.0], rX-dO1oJ8F, 6456948]
[paragraph, [37.0, 499.0, 262.0, 18.0], XnF5qE7Akf, 6456948]
[paragraph, [37.0, 517.0, 262.0, 18.0], XnF5qE7Akf, 6456948]
[paragraph, [41.0, 540.0, 257.0, 18.0], vEc0ix1d-V, 6456948]
[paragraph, [41.0, 558.0, 257.0, 18.0], vEc0ix1d-V, 6456948]
[paragraph, [53.0, 581.0, 185.0, 18.0], 9nOz46kYrx, 6456948]
[paragraph, [46.0, 603.0, 245.0, 18.0], IJLGgV8wbI, 6456948]
[paragraph, [46.0, 621.0, 245.0, 18.0], IJLGgV8wbI, 6456948]
[paragraph, [38.0, 645.0, 261.0, 18.0], nUsAOOqXxh, 6456948]
[paragraph, [38.0, 663.0, 261.0, 18.0], nUsAOOqXxh, 6456948]
[paragraph, [54.0, 684.0, 247.0, 18.0], hzD9IOcJmy, 6456948]
[paragraph, [42.0, 705.0, 241.0, 18.0], hAYzSsWJgS, 6456948]
[paragraph, [42.0, 723.0, 241.0, 18.0], hAYzSsWJgS, 6456948]
[paragraph, [45.0, 742.0, 254.0, 18.0], UHc2lDa7dL, 6456948]
[paragraph, [45.0, 760.0, 254.0, 18.0], UHc2lDa7dL, 6456948]
[reference, [301.0, 757.0, 265.0, 18.0], bq_aEyXXDM, 6456948]
[reference, [301.0, 775.0, 265.0, 18.0], bq_aEyXXDM, 6456948]
[reference, [301.0, 793.0, 265.0, 18.0], bq_aEyXXDM, 6456948]
[reference, [301.0, 811.0, 265.0, 18.0], bq_aEyXXDM, 6456948]
[reference, [44.0, 789.0, 256.0, 18.0], DTul2ttf9u, 6456948]
[reference, [44.0, 807.0, 256.0, 18.0], DTul2ttf9u, 6456948]
