[872, 605]
[folio, [34.0, 27.0, 83.0, 18.0], 9YKzgHHzI-, 6456622]
[paragraph, [38.0, 268.0, 262.0, 18.0], RCOyxJGbdE, 6456622]
[paragraph, [38.0, 286.0, 262.0, 18.0], RCOyxJGbdE, 6456622]
[paragraph, [49.0, 306.0, 242.0, 18.0], KDlYwDrXNf, 6456622]
[paragraph, [38.0, 328.0, 258.0, 18.0], -G223ugCZs, 6456622]
[paragraph, [38.0, 346.0, 258.0, 18.0], -G223ugCZs, 6456622]
[paragraph, [35.0, 364.0, 265.0, 18.0], Du_b-LjlZU, 6456622]
[paragraph, [35.0, 382.0, 265.0, 18.0], Du_b-LjlZU, 6456622]
[paragraph, [37.0, 405.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 423.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 441.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 459.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 477.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 495.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 513.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 531.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 549.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 567.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 585.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 603.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 621.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 639.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 657.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 675.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 693.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[paragraph, [37.0, 711.0, 265.0, 18.0], FVysJ1NNAL, 6456622]
[reference, [302.0, 557.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 575.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 593.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 611.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 629.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 647.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 665.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 683.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 701.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 719.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 737.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 755.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 773.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 791.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 809.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [302.0, 827.0, 265.0, 18.0], NNTw5rZZnT, 6456622]
[reference, [32.0, 746.0, 271.0, 18.0], nmElVw4AMx, 6456622]
[reference, [32.0, 764.0, 271.0, 18.0], nmElVw4AMx, 6456622]
[reference, [32.0, 782.0, 271.0, 18.0], nmElVw4AMx, 6456622]
[reference, [32.0, 800.0, 271.0, 18.0], nmElVw4AMx, 6456622]
[reference, [32.0, 818.0, 271.0, 18.0], nmElVw4AMx, 6456622]
