[1388, 886]
[folio, [648.0, 63.0, 197.0, 18.0], 3EiMoj3Gd2, 5742794]
[ordered-list, [36.0, 591.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 609.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 627.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 645.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 663.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 681.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 699.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 717.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 735.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 753.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 771.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 789.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 807.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 825.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 843.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 861.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 879.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 897.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 915.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 933.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 951.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 969.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 987.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 1005.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 1023.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 1041.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 1059.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [480.0, 310.0, 339.0, 18.0], vn_MdL8LqT, 5742794]
[ordered-list, [480.0, 328.0, 339.0, 18.0], vn_MdL8LqT, 5742794]
[ordered-list, [480.0, 346.0, 339.0, 18.0], vn_MdL8LqT, 5742794]
[paragraph, [454.0, 380.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 398.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 416.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 434.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 452.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 470.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 488.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 506.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 524.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 542.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 560.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 578.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 596.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 614.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 632.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 650.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 668.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 686.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 704.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 722.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 740.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 758.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 776.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 794.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 812.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 830.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 848.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 866.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 884.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 902.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 920.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 938.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 956.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 974.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[paragraph, [454.0, 992.0, 395.0, 18.0], sXztf4o4EX, 5742794]
[ordered-list, [452.0, 1026.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1044.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1062.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1080.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1098.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1116.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1134.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1152.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[ordered-list, [452.0, 1170.0, 394.0, 18.0], kOMdy-QGgZ, 5742794]
[paragraph, [41.0, 1097.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1115.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1133.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1151.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1169.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1187.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1205.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1223.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1241.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1259.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1277.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [41.0, 1295.0, 390.0, 18.0], nhIgQWrWCV, 5742794]
[paragraph, [451.0, 1204.0, 395.0, 18.0], yWj-MStX2b, 5742794]
[paragraph, [451.0, 1222.0, 395.0, 18.0], yWj-MStX2b, 5742794]
[paragraph, [451.0, 1240.0, 395.0, 18.0], yWj-MStX2b, 5742794]
[paragraph, [451.0, 1258.0, 395.0, 18.0], yWj-MStX2b, 5742794]
[paragraph, [451.0, 1276.0, 395.0, 18.0], yWj-MStX2b, 5742794]
[paragraph, [451.0, 1294.0, 395.0, 18.0], yWj-MStX2b, 5742794]
[footnote, [566.0, 1353.0, 263.0, 18.0], tynG50ktd2, 5742794]
