[1241, 798]
[folio, [90.0, 65.0, 133.0, 18.0], shoonya_3s1QNQ81TO3PGB, 5702265]
[paragraph, [86.0, 762.0, 619.0, 18.0], shoonya_1sIP4IUQ7JB0UX, 5702265]
[paragraph, [86.0, 780.0, 619.0, 18.0], shoonya_1sIP4IUQ7JB0UX, 5702265]
[paragraph, [86.0, 798.0, 619.0, 18.0], shoonya_1sIP4IUQ7JB0UX, 5702265]
[paragraph, [86.0, 816.0, 619.0, 18.0], shoonya_1sIP4IUQ7JB0UX, 5702265]
[paragraph, [86.0, 834.0, 619.0, 18.0], shoonya_1sIP4IUQ7JB0UX, 5702265]
[paragraph, [88.0, 867.0, 621.0, 18.0], Zs10uDan7I, 5702265]
[paragraph, [88.0, 885.0, 621.0, 18.0], Zs10uDan7I, 5702265]
[paragraph, [88.0, 903.0, 621.0, 18.0], Zs10uDan7I, 5702265]
[paragraph, [88.0, 921.0, 621.0, 18.0], Zs10uDan7I, 5702265]
[paragraph, [88.0, 939.0, 621.0, 18.0], Zs10uDan7I, 5702265]
[paragraph, [88.0, 957.0, 621.0, 18.0], Zs10uDan7I, 5702265]
[paragraph, [88.0, 989.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1007.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1025.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1043.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1061.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1079.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1097.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1115.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
[paragraph, [88.0, 1133.0, 619.0, 18.0], shoonya_5sXYVG0S5PK6ZR, 5702265]
