[2806, 1984]
[section-title, [759.0, 179.0, 460.0, 79.5], shoonya_12sJXNCSHTDJGH, 5698668]
[answer, [213.0, 2123.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2169.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2216.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2262.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2309.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2355.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2402.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2448.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2495.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2541.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2588.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[paragraph, [301.0, 1383.0, 1471.0, 46.5], shoonya_0sJWW8XYHCDNBT, 5698668]
[paragraph, [301.0, 1429.5, 1471.0, 46.5], shoonya_0sJWW8XYHCDNBT, 5698668]
[paragraph, [301.0, 1476.0, 1471.0, 46.5], shoonya_0sJWW8XYHCDNBT, 5698668]
[paragraph, [301.0, 1522.5, 1471.0, 46.5], shoonya_0sJWW8XYHCDNBT, 5698668]
[paragraph, [301.0, 1569.0, 1471.0, 46.5], shoonya_0sJWW8XYHCDNBT, 5698668]
[paragraph, [301.0, 1615.5, 1471.0, 46.5], shoonya_0sJWW8XYHCDNBT, 5698668]
[paragraph, [305.0, 1704.0, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 1750.5, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 1797.0, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 1843.5, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 1890.0, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 1936.5, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 1983.0, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 2029.5, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 2076.0, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 2122.5, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [305.0, 2169.0, 1466.0, 46.5], GGPIsSu8dN, 5698668]
[paragraph, [294.0, 2231.0, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
[paragraph, [294.0, 2277.5, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
[paragraph, [294.0, 2324.0, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
[paragraph, [294.0, 2370.5, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
[paragraph, [294.0, 2417.0, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
[paragraph, [294.0, 2463.5, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
[paragraph, [294.0, 2510.0, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
[paragraph, [294.0, 2556.5, 1475.0, 46.5], shoonya_7sNJWAKO03J4JC, 5698668]
