[1253, 898]
[chapter-title, [383.0, 59.0, 239.0, 30.0], shoonya_5sNO0EZ1LDW8P2, 5776311]
[paragraph, [193.0, 630.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 648.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 666.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 684.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 702.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 720.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 738.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 756.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 774.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 792.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 810.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 828.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 846.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 864.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 882.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 900.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [196.0, 928.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 946.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 964.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 982.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 1000.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 1018.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 1036.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 1054.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 1072.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
[paragraph, [196.0, 1090.0, 630.0, 18.0], shoonya_2s15BBTP9Y2QO8, 5776311]
