[1468, 909]
[headline, [71.0, 74.0, 201.0, 25.5], shoonya_0sSBFDK69V1FQ0, 5770082]
[paragraph, [457.0, 371.0, 374.0, 18.0], StQlrim3mG, 5770082]
[paragraph, [457.0, 389.0, 374.0, 18.0], StQlrim3mG, 5770082]
[paragraph, [459.0, 412.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 430.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 448.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 466.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 484.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 502.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 520.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 538.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 556.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 574.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 592.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 610.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 628.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 646.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 664.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 682.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 700.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 718.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 736.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 754.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 772.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 790.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 808.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 826.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 844.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 862.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 880.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 898.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 916.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 934.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 952.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 970.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 988.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1006.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1024.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1042.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1060.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1078.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1096.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1114.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1132.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1150.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [459.0, 1168.0, 377.0, 18.0], OXrg0FLxR6, 5770082]
[paragraph, [460.0, 1198.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1216.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1234.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1252.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1270.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1288.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1306.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1324.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1342.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1360.0, 371.0, 18.0], hH97ZEHDum, 5770082]
[paragraph, [460.0, 1378.0, 371.0, 18.0], hH97ZEHDum, 5770082]
