[1220, 768]
[headline, [279.0, 68.0, 249.0, 25.5], FEKtFo3Xzb, 5770491]
[paragraph, [391.0, 836.0, 294.0, 18.0], uIg1cJui5K, 5770491]
[paragraph, [391.0, 854.0, 294.0, 18.0], uIg1cJui5K, 5770491]
[paragraph, [389.0, 886.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 904.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 922.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 940.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 958.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 976.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 994.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 1012.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [389.0, 1030.0, 303.0, 18.0], ja4zNykSPg, 5770491]
[paragraph, [404.0, 1052.0, 267.0, 18.0], ul-kXZ104f, 5770491]
[paragraph, [404.0, 1070.0, 267.0, 18.0], ul-kXZ104f, 5770491]
[paragraph, [404.0, 1088.0, 267.0, 18.0], ul-kXZ104f, 5770491]
[paragraph, [404.0, 1106.0, 267.0, 18.0], ul-kXZ104f, 5770491]
[paragraph, [404.0, 1124.0, 267.0, 18.0], ul-kXZ104f, 5770491]
