[872, 605]
[folio, [455.0, 31.0, 99.0, 18.0], fDiqfkfob4, 6457221]
[paragraph, [305.0, 658.0, 249.0, 18.0], sZjP0CF1sb, 6457221]
[paragraph, [305.0, 676.0, 249.0, 18.0], sZjP0CF1sb, 6457221]
[paragraph, [53.0, 662.0, 246.0, 18.0], BarSQIfBMS, 6457221]
[paragraph, [53.0, 680.0, 246.0, 18.0], BarSQIfBMS, 6457221]
[paragraph, [53.0, 698.0, 246.0, 18.0], BarSQIfBMS, 6457221]
[paragraph, [53.0, 716.0, 246.0, 18.0], BarSQIfBMS, 6457221]
[paragraph, [304.0, 696.0, 239.0, 18.0], -2RLV58OZM, 6457221]
[paragraph, [304.0, 714.0, 239.0, 18.0], -2RLV58OZM, 6457221]
[paragraph, [303.0, 735.0, 250.0, 18.0], ha07_5BbI2, 6457221]
[paragraph, [303.0, 753.0, 250.0, 18.0], ha07_5BbI2, 6457221]
[paragraph, [52.0, 737.0, 252.0, 18.0], 82Uji8lHE5, 6457221]
[paragraph, [52.0, 755.0, 252.0, 18.0], 82Uji8lHE5, 6457221]
[paragraph, [52.0, 773.0, 252.0, 18.0], 82Uji8lHE5, 6457221]
[paragraph, [52.0, 791.0, 252.0, 18.0], 82Uji8lHE5, 6457221]
[reference, [307.0, 776.0, 248.0, 18.0], 557Emuc7CI, 6457221]
[reference, [307.0, 794.0, 248.0, 18.0], 557Emuc7CI, 6457221]
[reference, [307.0, 812.0, 248.0, 18.0], 557Emuc7CI, 6457221]
[reference, [61.0, 807.0, 239.0, 18.0], CdaCHtnMPW, 6457221]
