[1806, 1262]
[folio, [167.0, 111.0, 507.0, 36.0], TMNmDU_xne, 5680997]
[paragraph, [101.0, 1156.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1192.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1228.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1264.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1300.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1336.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1372.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1408.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1444.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1480.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1516.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1552.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1588.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1624.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [101.0, 1660.0, 513.0, 36.0], shoonya_2sVBATQXDUDYBT, 5680997]
[paragraph, [638.0, 185.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 221.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 257.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 293.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 329.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 365.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 401.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 437.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 473.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 509.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 545.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 581.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 617.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [638.0, 653.0, 513.0, 36.0], shoonya_1sV6FZHMNZQ7HO, 5680997]
[paragraph, [636.0, 697.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 733.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 769.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 805.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 841.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 877.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 913.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 949.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 985.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 1021.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 1057.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 1093.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [636.0, 1129.0, 521.0, 36.0], shoonya_0sQEXAXE1MK0X9, 5680997]
[paragraph, [637.0, 1201.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1237.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1273.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1309.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1345.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1381.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1417.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1453.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1489.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1525.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [637.0, 1561.0, 514.0, 36.0], shoonya_3sH7AZBC9MGUZ4, 5680997]
[paragraph, [649.0, 1601.0, 507.0, 36.0], KZO1eb5ZLp, 5680997]
[paragraph, [649.0, 1637.0, 507.0, 36.0], KZO1eb5ZLp, 5680997]
[paragraph, [649.0, 1673.0, 507.0, 36.0], KZO1eb5ZLp, 5680997]
