[2241, 1733]
[paragraph, [816.0, 173.0, 595.0, 36.0], shoonya_7s2SN7R141INAL, 5653905]
[paragraph, [45.0, 1621.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1657.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1693.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1729.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1765.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1801.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1837.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1873.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1909.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1945.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1981.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 2017.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 2053.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [895.0, 2010.0, 680.0, 36.0], shoonya_13sJVFOVZEBY7Y, 5653905]
[folio, [736.0, 2105.0, 173.0, 36.0], shoonya_12s4Q8AN613O7J, 5653905]
