[3968, 2806]
[paragraph, [1411.0, 233.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [174.0, 503.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 556.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 608.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 661.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 713.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 766.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 818.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 871.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 923.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 976.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1028.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1081.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1133.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1186.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1238.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1291.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1343.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1396.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1448.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1501.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1553.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1606.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1658.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1711.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1763.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1816.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1868.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1921.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 1973.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2026.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2078.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2131.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2183.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2236.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2288.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2341.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2393.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2446.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2498.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2551.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2603.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2656.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2708.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2761.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2813.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2866.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2918.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 2971.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3023.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3076.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3128.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3181.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3233.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3286.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3338.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3391.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3443.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3496.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3548.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 3601.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [1409.0, 3325.0, 1172.0, 52.5], shoonya_1s1EE1BLDLM20U, 5683584]
[paragraph, [1409.0, 3377.5, 1172.0, 52.5], shoonya_1s1EE1BLDLM20U, 5683584]
[paragraph, [1409.0, 3430.0, 1172.0, 52.5], shoonya_1s1EE1BLDLM20U, 5683584]
[paragraph, [1409.0, 3482.5, 1172.0, 52.5], shoonya_1s1EE1BLDLM20U, 5683584]
[paragraph, [1409.0, 3535.0, 1172.0, 52.5], shoonya_1s1EE1BLDLM20U, 5683584]
[paragraph, [1409.0, 3587.5, 1172.0, 52.5], shoonya_1s1EE1BLDLM20U, 5683584]
[paragraph, [1409.0, 3640.0, 1172.0, 52.5], shoonya_1s1EE1BLDLM20U, 5683584]
[folio, [266.0, 3820.0, 711.0, 52.5], bi9pB1oEUe, 5683584]
