[1806, 1262]
[folio, [160.0, 100.0, 513.0, 36.0], shoonya_6sHZJEBM9QUAUW, 5680704]
[paragraph, [654.0, 1132.0, 503.0, 36.0], shoonya_4s7H0U66SGTYBM, 5680704]
[paragraph, [654.0, 1168.0, 503.0, 36.0], shoonya_4s7H0U66SGTYBM, 5680704]
[paragraph, [654.0, 1204.0, 503.0, 36.0], shoonya_4s7H0U66SGTYBM, 5680704]
[paragraph, [659.0, 1271.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1307.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1343.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1379.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1415.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1451.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1487.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1523.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1559.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1595.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1631.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
[paragraph, [659.0, 1667.0, 500.0, 36.0], shoonya_5sN4XXDNHARZBR, 5680704]
