[1818, 1374]
[folio, [614.0, 205.0, 150.0, 36.0], 37FsaWc-ZI, 5683321]
[paragraph, [108.0, 1205.0, 563.0, 36.0], shoonya_0sKGK1C7GUKNEN, 5683321]
[paragraph, [739.0, 273.0, 267.0, 36.0], shoonya_1sZRDJQF13P9RV, 5683321]
[paragraph, [695.0, 315.0, 564.0, 36.0], zpwMrqRCqC, 5683321]
[paragraph, [695.0, 351.0, 564.0, 36.0], zpwMrqRCqC, 5683321]
[paragraph, [692.0, 394.0, 568.0, 36.0], 88vEiJo92f, 5683321]
[paragraph, [692.0, 430.0, 568.0, 36.0], 88vEiJo92f, 5683321]
[paragraph, [692.0, 466.0, 568.0, 36.0], 88vEiJo92f, 5683321]
[paragraph, [692.0, 502.0, 568.0, 36.0], 88vEiJo92f, 5683321]
[paragraph, [692.0, 538.0, 568.0, 36.0], 88vEiJo92f, 5683321]
[paragraph, [692.0, 574.0, 568.0, 36.0], 88vEiJo92f, 5683321]
[paragraph, [692.0, 610.0, 568.0, 36.0], 88vEiJo92f, 5683321]
[paragraph, [698.0, 675.0, 561.0, 36.0], shoonya_2s2SF82I22XXO7, 5683321]
[paragraph, [698.0, 711.0, 561.0, 36.0], shoonya_2s2SF82I22XXO7, 5683321]
[paragraph, [698.0, 747.0, 561.0, 36.0], shoonya_2s2SF82I22XXO7, 5683321]
[paragraph, [698.0, 783.0, 561.0, 36.0], shoonya_2s2SF82I22XXO7, 5683321]
[paragraph, [696.0, 836.0, 563.0, 36.0], n2uJBUhhvz, 5683321]
[paragraph, [696.0, 872.0, 563.0, 36.0], n2uJBUhhvz, 5683321]
[paragraph, [696.0, 908.0, 563.0, 36.0], n2uJBUhhvz, 5683321]
[paragraph, [696.0, 944.0, 563.0, 36.0], n2uJBUhhvz, 5683321]
[paragraph, [696.0, 980.0, 563.0, 36.0], n2uJBUhhvz, 5683321]
[paragraph, [696.0, 1016.0, 563.0, 36.0], n2uJBUhhvz, 5683321]
[paragraph, [696.0, 1052.0, 563.0, 36.0], n2uJBUhhvz, 5683321]
[paragraph, [690.0, 1116.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1152.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1188.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1224.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1260.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1296.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1332.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1368.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1404.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1440.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1476.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [690.0, 1512.0, 575.0, 36.0], lgf_qBH95p, 5683321]
[paragraph, [107.0, 1277.0, 567.0, 36.0], shoonya_3sKOUJ2S65UTJR, 5683321]
[paragraph, [107.0, 1313.0, 567.0, 36.0], shoonya_3sKOUJ2S65UTJR, 5683321]
[paragraph, [107.0, 1349.0, 567.0, 36.0], shoonya_3sKOUJ2S65UTJR, 5683321]
[paragraph, [149.0, 1400.0, 170.0, 36.0], TFprH6wNP9, 5683321]
[paragraph, [149.0, 1440.0, 449.0, 36.0], UQ6LC-1bQ0, 5683321]
[paragraph, [146.0, 1522.0, 357.0, 36.0], jqjjUJHMqk, 5683321]
[paragraph, [694.0, 1559.0, 571.0, 36.0], shoonya_4sXM16Z8OSLH52, 5683321]
[paragraph, [694.0, 1595.0, 571.0, 36.0], shoonya_4sXM16Z8OSLH52, 5683321]
[paragraph, [694.0, 1631.0, 571.0, 36.0], shoonya_4sXM16Z8OSLH52, 5683321]
[paragraph, [694.0, 1667.0, 571.0, 36.0], shoonya_4sXM16Z8OSLH52, 5683321]
[paragraph, [105.0, 1561.0, 568.0, 36.0], KBnxD3Tguz, 5683321]
[paragraph, [105.0, 1597.0, 568.0, 36.0], KBnxD3Tguz, 5683321]
[paragraph, [105.0, 1633.0, 568.0, 36.0], KBnxD3Tguz, 5683321]
[paragraph, [105.0, 1669.0, 568.0, 36.0], KBnxD3Tguz, 5683321]
